Number,Race,Race Grouping,Gender,Age,In Custody/Community,Supervision Type,Jurisdiction,Sentence Type,Aggregate Sentence Length,Institutional Security Level,Province,Location Type,Offender Security Level,Dynamic/Need,Static/Risk,Reintegration Potential,Motivation,Major Offence Group,Religion
A12339,WHITE,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,1400,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,NONE
A12340,WHITE,Non Aboriginal,MALE,40,In Custody,SR,FEDERAL,DETERMINATE,821,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,PUB. ORDER OFFE,MENNONITE
A12341,WHITE,Non Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,2283,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,SEXUAL ASSAULT,OTHER
A12342,WHITE,Non Aboriginal,MALE,30,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,BUDDHIST
A12343,WHITE,Non Aboriginal,MALE,52,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,HOMIC & RELATED,BUDDHIST
A12344,WHITE,Non Aboriginal,MALE,40,In Custody,,FEDERAL,DETERMINATE,989,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,NONE
A12345,ARAB/WEST ASIAN,Non Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,761,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,WEAPON & EXPLOS,NONE
A12346,BLACK,Non Aboriginal,MALE,51,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,RASTAFARIAN
A12347,WHITE,Non Aboriginal,MALE,32,In Custody,,FEDERAL,DETERMINATE,1553,MAXIMUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,WEAPON & EXPLOS,NONE
A12348,WHITE,Non Aboriginal,MALE,58,In Custody,,FEDERAL,DETERMINATE,2311,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,PROT NON-SPEC
A12349,BLACK,Non Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,2055,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,ROBBERY,CHRISTIAN REFOR
A12350,WHITE,Non Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,1887,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,POS.STOLEN PROP,NONE
A12351,WHITE,Non Aboriginal,MALE,37,In Custody,SR,FEDERAL,DETERMINATE,3653,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,ATTEMPT. MURDER,CATHOLIC - ROMA
A12352,WHITE,Non Aboriginal,MALE,59,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,CATH NON-SPEC
A12353,WHITE,Non Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,2041,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,CATHOLIC - ROMA
A12354,NORTH AMERICAN,Aboriginal,MALE,20,In Custody,,FEDERAL,DETERMINATE,1308,MEDIUM,MANITOBA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,ROBBERY,NONE
A12355,WHITE,Non Aboriginal,MALE,28,In Custody,,FEDERAL,DETERMINATE,2557,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,TRAF/IMP. DRUGS,PROT NON-SPEC
A12356,NORTH AMERICAN,Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,2191,MINIMUM,ALBERTA,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
A12357,NORTH AMERICAN,Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,798,MEDIUM,MANITOBA,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,NONE
A12358,WHITE,Non Aboriginal,MALE,57,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A12359,WHITE,Non Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,1642,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,ROBBERY,CATHOLIC - ROMA
A12360,WHITE,Non Aboriginal,MALE,34,In Custody,,FEDERAL,DETERMINATE,1187,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MAJOR ASSAULT,CATH NON-SPEC
A12361,WHITE,Non Aboriginal,MALE,54,In Custody,,FEDERAL,DETERMINATE,1461,MINIMUM,QUEBEC,FEDERAL INSTITU,MINIMUM,HIGH,MEDIUM,HIGH,MEDIUM,MAJOR ASSAULT,CATH NON-SPEC
A12362,WHITE,Non Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,1065,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,CATH NON-SPEC
A12363,SOUTH ASIAN,Non Aboriginal,MALE,51,In Custody,,FEDERAL,DETERMINATE,911,MINIMUM,MANITOBA,FEDERAL INSTITU,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,BUDDHIST
A12364,METIS,Aboriginal,MALE,53,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A12365,WHITE,Non Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,3103,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A12366,WHITE,Non Aboriginal,MALE,30,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,QUEBEC,FEDERAL INSTITU,MINIMUM,LOW,HIGH,HIGH,HIGH,HOMIC & RELATED,BUDDHIST
A12367,WHITE,Non Aboriginal,MALE,52,In Custody,,FEDERAL,DETERMINATE,1096,MINIMUM,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
A12368,METIS,Aboriginal,MALE,50,In Custody,,FEDERAL,DETERMINATE,1826,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,NONE
A12369,WHITE,Non Aboriginal,MALE,48,In Custody,,FEDERAL,DETERMINATE,1857,MAXIMUM,QUEBEC,FEDERAL INSTITU,,HIGH,HIGH,LOW,LOW,MAJOR ASSAULT,CATH NON-SPEC
A12370,WHITE,Non Aboriginal,MALE,62,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A12371,WHITE,Non Aboriginal,MALE,35,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,SEXUAL ASSAULT,NONE
A12372,NORTH AMERICAN,Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,2799,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
A12373,WHITE,Non Aboriginal,MALE,34,In Custody,,FEDERAL,DETERMINATE,791,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,NONE
A12374,WHITE,Non Aboriginal,MALE,27,In Custody,,FEDERAL,DETERMINATE,912,MEDIUM,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MAJOR ASSAULT,ANGLICAN(EPIS.
A12375,WHITE,Non Aboriginal,MALE,43,In Custody,SR,FEDERAL,DETERMINATE,1461,MINIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,MEDIUM,MEDIUM,SEXUAL ASSAULT,CATHOLIC - ROMA
A12376,NORTH AMERICAN,Aboriginal,MALE,20,In Custody,,FEDERAL,DETERMINATE,1445,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,WEAPON & EXPLOS,NAT SPIRIT PROT
A12377,BLACK,Non Aboriginal,MALE,21,In Custody,,FEDERAL,DETERMINATE,731,MEDIUM,NOVA SCOTIA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CHRI NON SPEC
A12378,WHITE,Non Aboriginal,MALE,39,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,PROT NON-SPEC
A12379,WHITE,Non Aboriginal,MALE,43,In Custody,,FEDERAL,DETERMINATE,1115,MEDIUM,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,WEAPON & EXPLOS,SALVATION ARMY
A12380,WHITE,Non Aboriginal,FEMALE,31,In Custody,,FEDERAL,DETERMINATE,973,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,HIGH,WEAPON & EXPLOS,NATIVE SPIRITUA
A12381,WHITE,Non Aboriginal,MALE,58,In Custody,,FEDERAL,DETERMINATE,1095,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,CATHOLIC - ROMA
A12382,WHITE,Non Aboriginal,MALE,47,In Custody,,FEDERAL,DETERMINATE,5114,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,SEXUAL ASSAULT,NONE
A12383,CHINESE,Non Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,1645,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HOMIC & RELATED,NONE
A12384,WHITE,Non Aboriginal,MALE,21,In Custody,SR,FEDERAL,DETERMINATE,1068,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,WEAPON & EXPLOS,CATHOLIC - ROMA
A12385,METIS,Aboriginal,MALE,53,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,HIGH,SEXUAL ASSAULT,NATIVE SPIRITUA
A12386,NORTH AMERICAN,Aboriginal,MALE,60,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,MAJOR ASSAULT,CATH NON-SPEC
A12387,WHITE,Non Aboriginal,MALE,60,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,ATHEIST
A12388,WHITE,Non Aboriginal,MALE,45,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
A12389,EURO.-WESTERN,Non Aboriginal,MALE,69,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,
A12390,WHITE,Non Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,6271,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,NONE
A12391,WHITE,Non Aboriginal,MALE,60,In Custody,,FEDERAL,DETERMINATE,1705,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,LOW,MAJOR ASSAULT,NONE
A12392,WHITE,Non Aboriginal,MALE,21,In Custody,,FEDERAL,DETERMINATE,743,MAXIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,CHRI NON SPEC
A12393,WHITE,Non Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,ARSON,NONE
A12394,NORTH AMERICAN,Aboriginal,MALE,53,In Custody,,FEDERAL,DETERMINATE,3652,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,MAJOR ASSAULT,CATHOLIC - ROMA
A12395,WHITE,Non Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,1961,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,NONE
A12396,NORTH AMERICAN,Aboriginal,FEMALE,55,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A12397,WHITE,Non Aboriginal,MALE,55,In Custody,,FEDERAL,DETERMINATE,1208,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,SEXUAL ASSAULT,PROT NON-SPEC
A12398,WHITE,Non Aboriginal,MALE,49,In Custody,SR,FEDERAL,DETERMINATE,1492,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MAJOR ASSAULT,CHRI NON SPEC
A12399,WHITE,Non Aboriginal,MALE,49,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,LOW,HIGH,HOMIC & RELATED,NONE
A12400,WHITE,Non Aboriginal,MALE,19,In Custody,,FEDERAL,DETERMINATE,911,MEDIUM,ONTARIO,FEDERAL INSTITU,,,,,,MAJOR ASSAULT,NONE
A12401,WHITE,Non Aboriginal,FEMALE,43,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,HIGH,MEDIUM,MEDIUM,HIGH,TRAF/IMP. DRUGS,NONE
A12402,NORTH AMERICAN,Aboriginal,MALE,45,In Custody,,FEDERAL,DETERMINATE,3426,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ATTEMPT. MURDER,CATHOLIC - ROMA
A12403,BLACK,Non Aboriginal,MALE,34,In Custody,,FEDERAL,DETERMINATE,4383,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,MEDIUM,MEDIUM,LOW,SEXUAL ASSAULT,CHRISTIAN & MIS
A12404,WHITE,Non Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,1584,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,SEVENTH DAY ADV
A12405,WHITE,Non Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,2247,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,WEAPON & EXPLOS,PROT NON-SPEC
A12406,METIS,Aboriginal,MALE,30,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,HOMIC & RELATED,CATHOLIC - NATI
A12407,METIS,Aboriginal,MALE,43,In Custody,,FEDERAL,DETERMINATE,1415,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,BREAK AND ENTER,NONE
A12408,NORTH AMERICAN,Aboriginal,MALE,21,In Custody,,FEDERAL,DETERMINATE,1096,MEDIUM,MANITOBA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,NATIVE SPIRITUA
A12409,NORTH AMERICAN,Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,1095,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,
A12410,WHITE,Non Aboriginal,MALE,46,In Custody,,FEDERAL,DETERMINATE,1277,MINIMUM,ALBERTA,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,HIGH,MEDIUM,SEXUAL ABUSE,NOT STATED
A12411,WHITE,Non Aboriginal,MALE,63,In Custody,FP,FEDERAL,DETERMINATE,1736,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,SEXUAL ABUSE,CATHOLIC - ROMA
A12412,WHITE,Non Aboriginal,MALE,56,In Custody,,FEDERAL,DETERMINATE,934,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,CATH NON-SPEC
A12413,WHITE,Non Aboriginal,MALE,60,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,LOW,MEDIUM,MEDIUM,ROBBERY,
A12414,INUIT,Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,2373,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,MUSLIM
A12415,WHITE,Non Aboriginal,MALE,55,In Custody,,FEDERAL,DETERMINATE,3365,MINIMUM,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OTHER CRIM.CODE,CATH NON-SPEC
A12416,WHITE,Non Aboriginal,MALE,45,In Custody,,FEDERAL,DETERMINATE,3958,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,ANGLICAN(EPIS.
A12417,WHITE,Non Aboriginal,MALE,39,In Custody,,FEDERAL,DETERMINATE,2520,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
A12418,CARIBBEAN,Non Aboriginal,MALE,38,In Custody,,FEDERAL,DETERMINATE,1461,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,CATH NON-SPEC
A12419,WHITE,Non Aboriginal,MALE,21,In Custody,,FEDERAL,DETERMINATE,1034,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ROBBERY,CATH NON-SPEC
A12420,BLACK,Non Aboriginal,MALE,50,In Custody,SR,FEDERAL,DETERMINATE,1279,MEDIUM,MANITOBA,FEDERAL INSTITU,MEDIUM,LOW,LOW,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
A12421,WHITE,Non Aboriginal,MALE,27,In Custody,,FEDERAL,DETERMINATE,790,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,SEXUAL ABUSE,
A12422,NORTH AMERICAN,Aboriginal,MALE,28,In Custody,,FEDERAL,DETERMINATE,1461,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,HOMIC & RELATED,NAT SPIRIT PROT
A12423,WHITE,Non Aboriginal,MALE,62,In Custody,,FEDERAL,DETERMINATE,1461,MEDIUM,ALBERTA,FEDERAL INSTITU,,LOW,MEDIUM,HIGH,HIGH,SEXUAL ABUSE,
A12424,METIS,Aboriginal,MALE,46,In Custody,,FEDERAL,DETERMINATE,3652,MAXIMUM,ALBERTA,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,NATIVE SPIRITUA
A12425,BLACK,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,2313,MEDIUM,MANITOBA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,CHRI NON SPEC
A12426,WHITE,Non Aboriginal,MALE,41,In Custody,,FEDERAL,DETERMINATE,1430,MEDIUM,NOVA SCOTIA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,HIGH,MAJOR ASSAULT,CATHOLIC - ROMA
A12427,WHITE,Non Aboriginal,MALE,19,In Custody,,FEDERAL,DETERMINATE,2476,MEDIUM,NOVA SCOTIA,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ROBBERY,NOT STATED
A12428,WHITE,Non Aboriginal,FEMALE,25,In Custody,,FEDERAL,DETERMINATE,822,MULTI-LEVEL,NOVA SCOTIA,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ARSON,CATHOLIC - ROMA
A12429,BLACK,Non Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,1095,MEDIUM,NOVA SCOTIA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,WEAPON & EXPLOS,RASTAFARIAN
A12430,WHITE,Non Aboriginal,MALE,45,In Custody,,FEDERAL,DETERMINATE,1826,MINIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,ROBBERY,NOT STATED
A12431,NORTH AMERICAN,Aboriginal,MALE,26,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,NATIVE SPIRITUA
A12432,NORTH AMERICAN,Aboriginal,MALE,65,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A12433,WHITE,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,914,MAXIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,COMMON ASSAULT,CHRI NON SPEC
A12434,BLACK,Non Aboriginal,MALE,40,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,NONE
A12435,WHITE,Non Aboriginal,MALE,60,In Custody,,FEDERAL,DETERMINATE,1095,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,MAJOR ASSAULT,ANGLICAN(EPIS.
A12436,WHITE,Non Aboriginal,MALE,76,In Custody,,FEDERAL,DETERMINATE,2192,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,CRIM CODE TRAFF,NONE
A12437,WHITE,Non Aboriginal,MALE,49,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,BUDDHIST
A12438,BLACK,Non Aboriginal,MALE,24,In Custody,SR,FEDERAL,DETERMINATE,1277,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MAJOR ASSAULT,MUSLIM
A12439,WHITE,Non Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,732,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ROBBERY,CATHOLIC - ROMA
A12440,BLACK,Non Aboriginal,MALE,27,In Custody,,FEDERAL,DETERMINATE,2519,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CHRI NON SPEC
A12441,ARAB/WEST ASIAN,Non Aboriginal,MALE,21,In Custody,,FEDERAL,DETERMINATE,3136,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,MUSLIM
A12442,WHITE,Non Aboriginal,MALE,55,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
A12443,WHITE,Non Aboriginal,MALE,36,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,NONE
A12444,INUIT,Aboriginal,MALE,47,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,ANGLICAN(EPIS.
A12445,INUIT,Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,2649,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,SEXUAL ASSAULT,NONE
A12446,WHITE,Non Aboriginal,MALE,34,In Custody,,FEDERAL,DETERMINATE,4383,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
A12447,WHITE,Non Aboriginal,MALE,28,In Custody,SR,FEDERAL,DETERMINATE,1303,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MAJOR ASSAULT,NONE
