Number,Race,Race Grouping,Gender,Age,In Custody/Community,Supervision Type,Jurisdiction,Sentence Type,Aggregate Sentence Length,Institutional Security Level,Province,Location Type,Offender Security Level,Dynamic/Need,Static/Risk,Reintegration Potential,Motivation,Major Offence Group,Religion
B8593,BLACK,Non Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,1068,MEDIUM,ONTARIO,FEDERAL INSTITU,,,,,,ROBBERY,CHRI NON SPEC
B8594,NORTH AMERICAN,Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,1218,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,NATIVE SPIRITUA
B8595,WHITE,Non Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,731,MAXIMUM,ONTARIO,FEDERAL INSTITU,,,,,,ROBBERY,CHRI NON SPEC
B8596,WHITE,Non Aboriginal,MALE,56,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,LOW,HIGH,MEDIUM,HIGH,ATTEMPT. MURDER,WICCA
B8597,WHITE,Non Aboriginal,MALE,50,In Custody,,FEDERAL,DETERMINATE,1097,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,BREAK AND ENTER,NONE
B8598,NORTH AMERICAN,Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,731,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,TRAF/IMP. DRUGS,NATIVE SPIRITUA
B8599,BLACK,Non Aboriginal,MALE,32,In Custody,,FEDERAL,DETERMINATE,4018,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,ATTEMPT. MURDER,NONE
B8600,WHITE,Non Aboriginal,MALE,37,In Custody,,FEDERAL,DETERMINATE,8095,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,KIDNAPPING,CATHOLIC - ROMA
B8601,BLACK,Non Aboriginal,MALE,47,In Custody,,FEDERAL,DETERMINATE,3468,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,ROBBERY,CHRISTIAN REFOR
B8602,NORTH AMERICAN,Aboriginal,MALE,46,In Custody,,FEDERAL,DETERMINATE,3105,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,CATHOLIC - ROMA
B8603,WHITE,Non Aboriginal,MALE,66,In Custody,,FEDERAL,DETERMINATE,3287,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B8604,NORTH AMERICAN,Aboriginal,MALE,34,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
B8605,BLACK,Non Aboriginal,MALE,27,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CHRI NON SPEC
B8606,WHITE,Non Aboriginal,MALE,48,In Custody,,FEDERAL,DETERMINATE,2967,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CATHOLIC - ROMA
B8607,NORTH AMERICAN,Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,730,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,MEDIUM,HIGH,OTHER CRIM.CODE,NONE
B8608,WHITE,Non Aboriginal,MALE,48,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,CHRI NON SPEC
B8609,WHITE,Non Aboriginal,MALE,28,In Custody,,FEDERAL,DETERMINATE,1827,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,LOW,LOW,LOW,WEAPON & EXPLOS,NONE
B8610,WHITE,Non Aboriginal,MALE,51,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,
B8611,WHITE,Non Aboriginal,MALE,24,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,NATIVE SPIRITUA
B8612,SOUTH ASIAN,Non Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,2159,MAXIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,SIKH
B8613,WHITE,Non Aboriginal,MALE,52,In Custody,,FEDERAL,DETERMINATE,2557,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MINIMUM,LOW,LOW,MEDIUM,HIGH,TRAF/IMP. DRUGS,NONE
B8614,METIS,Aboriginal,FEMALE,24,In Custody,,FEDERAL,DETERMINATE,1387,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MAXIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,NATIVE SPIRITUA
B8615,NORTH AMERICAN,Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,730,MINIMUM,ALBERTA,FEDERAL INSTITU,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NATIVE SPIRITUA
B8616,NORTH AMERICAN,Aboriginal,MALE,44,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,CATH NON-SPEC
B8617,,Non Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,1141,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,BREAK AND ENTER,
B8618,NORTH AMERICAN,Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,2191,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,NATIVE SPIRITUA
B8619,WHITE,Non Aboriginal,MALE,68,In Custody,,FEDERAL,DETERMINATE,1868,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,HOMIC & RELATED,
B8620,NORTH AMERICAN,Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,2648,MULTI-LEVEL,MANITOBA,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATHOLIC - NATI
B8621,METIS,Aboriginal,MALE,51,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,HIGH,KIDNAPPING,NONE
B8622,NORTH AMERICAN,Aboriginal,MALE,37,In Custody,,FEDERAL,DETERMINATE,2192,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,NATIVE SPIRITUA
B8623,NORTH AMERICAN,Aboriginal,MALE,34,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,MANITOBA,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,CATHOLIC - ROMA
B8624,WHITE,Non Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,TRAF/IMP. DRUGS,MUSLIM
B8625,WHITE,Non Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,1186,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B8626,WHITE,Non Aboriginal,MALE,65,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
B8627,WHITE,Non Aboriginal,MALE,44,In Custody,,FEDERAL,DETERMINATE,14420,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,ROBBERY,MUSLIM
B8628,ASIAN-SOUTH,Non Aboriginal,MALE,60,In Custody,,FEDERAL,DETERMINATE,731,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,,,,,,,BUDDHIST
B8629,WHITE,Non Aboriginal,MALE,57,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CATH NON-SPEC
B8630,WHITE,Non Aboriginal,MALE,21,In Custody,,FEDERAL,DETERMINATE,1216,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,CATH NON-SPEC
B8631,BLACK,Non Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,2343,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,MUSLIM
B8632,LATIN AMERICAN,Non Aboriginal,MALE,39,In Custody,,FEDERAL,DETERMINATE,1050,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B8633,WHITE,Non Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,943,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,TRAF/IMP. DRUGS,MORMON (LATTER
B8634,INUIT,Aboriginal,MALE,24,In Custody,SR,FEDERAL,DETERMINATE,731,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,ANGLICAN(EPIS.
B8635,INUIT,Aboriginal,MALE,43,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,ANGLICAN(EPIS.
B8636,WHITE,Non Aboriginal,MALE,54,In Custody,,FEDERAL,DETERMINATE,883,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,MEDIUM,MEDIUM,BREAK AND ENTER,CATH NON-SPEC
B8637,WHITE,Non Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,2229,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,CATH NON-SPEC
B8638,INUIT,Aboriginal,FEMALE,29,In Custody,,FEDERAL,DETERMINATE,950,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,OTHER
B8639,WHITE,Non Aboriginal,MALE,43,In Custody,,FEDERAL,DETERMINATE,1584,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,HIGH,MEDIUM,HIGH,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
B8640,WHITE,Non Aboriginal,MALE,59,In Custody,,FEDERAL,DETERMINATE,746,MULTI-LEVEL,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B8641,OTHER,Non Aboriginal,MALE,28,In Custody,,FEDERAL,DETERMINATE,1553,MULTI-LEVEL,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,HOMIC & RELATED,
B8642,CARIBBEAN,Non Aboriginal,MALE,28,In Custody,,FEDERAL,DETERMINATE,2093,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,KIDNAPPING,NONE
B8643,NORTH AMERICAN,Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,1673,MEDIUM,NOVA SCOTIA,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CHRI NON SPEC
B8644,BLACK,Non Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,2272,MAXIMUM,ONTARIO,FEDERAL INSTITU,,,,,,ROBBERY,NONE
B8645,WHITE,Non Aboriginal,MALE,43,In Custody,,FEDERAL,DETERMINATE,2191,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,LOW,SEXUAL ASSAULT,CATH NON-SPEC
B8646,WHITE,Non Aboriginal,MALE,38,In Custody,SR,FEDERAL,DETERMINATE,2191,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,ROBBERY,NONE
B8647,NORTH AMERICAN,Aboriginal,MALE,44,In Custody,,FEDERAL,DETERMINATE,1187,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,KIDNAPPING,NATIVE SPIRITUA
B8648,NORTH AMERICAN,Aboriginal,MALE,50,In Custody,,FEDERAL,DETERMINATE,1827,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,SEXUAL ASSAULT,CHRI NON SPEC
B8649,BLACK,Non Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,1826,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,WEAPON & EXPLOS,NONE
B8650,WHITE,Non Aboriginal,MALE,55,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B8651,NORTH AMERICAN,Aboriginal,MALE,37,In Custody,,FEDERAL,DETERMINATE,1279,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,NATIVE SPIRITUA
B8652,LATIN AMERICAN,Non Aboriginal,MALE,54,In Custody,,FEDERAL,DETERMINATE,2923,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,OTHER
B8653,BLACK,Non Aboriginal,MALE,40,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,NONE
B8654,BLACK,Non Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,1886,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,WEAPON & EXPLOS,MUSLIM
B8655,LATIN AMERICAN,Non Aboriginal,FEMALE,24,In Custody,,FEDERAL,DETERMINATE,2191,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,TRAF/IMP. DRUGS,NONE
B8656,WHITE,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,913,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,MAJOR ASSAULT,NATIVE SPIRITUA
B8657,BLACK,Non Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,1688,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,WEAPON & EXPLOS,CHRI NON SPEC
B8658,BLACK,Non Aboriginal,FEMALE,29,In Custody,,FEDERAL,DETERMINATE,1096,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
B8659,WHITE,Non Aboriginal,MALE,38,In Custody,SR,FEDERAL,DETERMINATE,1081,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,LOW,LOW,HIGH,HIGH,WEAPON & EXPLOS,GREEK ORTHODOX
B8660,WHITE,Non Aboriginal,MALE,54,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,OTHER CRIM.CODE,CHRI NON SPEC
B8661,WHITE,Non Aboriginal,FEMALE,41,In Custody,,FEDERAL,DETERMINATE,1279,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CHRI NON SPEC
B8662,WHITE,Non Aboriginal,MALE,39,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
B8663,NORTH AMERICAN,Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,1038,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,NATIVE SPIRITUA
B8664,NORTH AMERICAN,Aboriginal,MALE,34,In Custody,,FEDERAL,DETERMINATE,3195,MAXIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,MAJOR ASSAULT,NATIVE SPIRITUA
B8665,WHITE,Non Aboriginal,MALE,47,In Custody,,FEDERAL,DETERMINATE,2160,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,CATH NON-SPEC
B8666,WHITE,Non Aboriginal,MALE,58,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B8667,BLACK,Non Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,2489,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,COMMON ASSAULT,MUSLIM
B8668,WHITE,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,1155,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,NONE
B8669,WHITE,Non Aboriginal,MALE,48,In Custody,,FEDERAL,DETERMINATE,2404,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,ROBBERY,CATHOLIC - ROMA
B8670,NORTH AMERICAN,Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,1140,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MAJOR ASSAULT,ATHEIST
B8671,WHITE,Non Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,3227,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CHRI NON SPEC
B8672,NORTH AMERICAN,Aboriginal,MALE,24,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,NATIVE SPIRITUA
B8673,NORTH AMERICAN,Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,2922,MULTI-LEVEL,MANITOBA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,NATIVE SPIRITUA
B8674,NORTH AMERICAN,Aboriginal,MALE,44,In Custody,,FEDERAL,DETERMINATE,914,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,MAJOR ASSAULT,CATHOLIC - ROMA
B8675,METIS,Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,1645,MULTI-LEVEL,MANITOBA,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,LOW,OTHER CRIM.CODE,NONE
B8676,NORTH AMERICAN,Aboriginal,MALE,27,In Custody,,FEDERAL,DETERMINATE,1534,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,NATIVE SPIRITUA
B8677,WHITE,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,1491,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MORALS-SEXUAL,
B8678,NORTH AMERICAN,Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,5296,MAXIMUM,ALBERTA,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CATHOLIC - ROMA
B8679,WHITE,Non Aboriginal,MALE,19,In Custody,,FEDERAL,DETERMINATE,731,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,,,,,,TRAF/IMP. DRUGS,NONE
B8680,CHINESE,Non Aboriginal,MALE,40,In Custody,FP,FEDERAL,DETERMINATE,1826,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,NONE
B8681,METIS,Aboriginal,MALE,21,In Custody,,FEDERAL,DETERMINATE,882,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MINIMUM,MEDIUM,LOW,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,PROT NON-SPEC
B8682,WHITE,Non Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,1461,MAXIMUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ABUSE,CATH NON-SPEC
B8683,WHITE,Non Aboriginal,MALE,51,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
B8684,BLACK,Non Aboriginal,MALE,31,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,SUFIISM
B8685,WHITE,Non Aboriginal,MALE,49,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,IMPAIR. DRIVING,NONE
B8686,NORTH AMERICAN,Aboriginal,FEMALE,31,In Custody,,FEDERAL,DETERMINATE,2495,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,NAT SPIRIT PROT
B8687,WHITE,Non Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,961,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,,,,,,TRAF/IMP. DRUGS,CHRI NON SPEC
B8688,BLACK,Non Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,2132,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,ROBBERY,CATH NON-SPEC
B8689,WHITE,Non Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,1218,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MAJOR ASSAULT,CATH NON-SPEC
B8690,METIS,Aboriginal,MALE,43,In Custody,,FEDERAL,DETERMINATE,1339,MAXIMUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,COMMON ASSAULT,CATHOLIC - ROMA
B8691,WHITE,Non Aboriginal,MALE,43,In Custody,,FEDERAL,DETERMINATE,1042,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,OTHER CRIM.CODE,CATH NON-SPEC
B8692,INUIT,Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,731,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,CATH NON-SPEC
B8693,INUIT,Aboriginal,MALE,49,In Custody,,FEDERAL,DETERMINATE,973,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,PROT NON-SPEC
B8694,WHITE,Non Aboriginal,MALE,21,In Custody,,FEDERAL,DETERMINATE,912,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,ROBBERY,CATH NON-SPEC
B8695,WHITE,Non Aboriginal,MALE,29,In Custody,SR,FEDERAL,DETERMINATE,730,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,LOW,BREAK AND ENTER,CATH NON-SPEC
B8696,WHITE,Non Aboriginal,MALE,52,In Custody,,FEDERAL,DETERMINATE,1715,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,CRIM CODE TRAFF,PENTECOSTAL (4
B8697,WHITE,Non Aboriginal,MALE,48,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HOMIC & RELATED,PROT NON-SPEC
B8698,WHITE,Non Aboriginal,MALE,32,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,NONE
B8699,WHITE,Non Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,,HIGH,MEDIUM,LOW,MEDIUM,ROBBERY,NONE
B8700,WHITE,Non Aboriginal,MALE,61,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CATHOLIC - ROMA
