Number,Race,Race Grouping,Gender,Age,Incarcerated/Supervised,Supervision Type,Sentence Type,Aggregate Sentence Length,Province,Marital Status,Religion
12239,WHITE,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,1421,QUEBEC,MARRIED,CATH NON-SPEC
12240,WHITE,Non Indigenous,MALE,42,Supervised,SR,DETERMINATE,2465,NEW BRUNSWICK,DIVORCED,CATHOLIC - ROMA
12241,METIS,Indigenous,MALE,60,Supervised,SR,DETERMINATE,1736,QUEBEC,DIVORCED,BUDDHIST
12242,NORTH AMERICAN,Indigenous,MALE,21,Supervised,DP,DETERMINATE,731,QUEBEC,SINGLE,NONE
12243,WHITE,Non Indigenous,MALE,57,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,CHRI NON SPEC
12244,WHITE,Non Indigenous,MALE,55,Incarcerated,,INDETERMINATE,0,QUEBEC,SEPARATED,MUSLIM
12245,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,1959,NEW BRUNSWICK,SEPARATED,CHRI NON SPEC
12246,WHITE,Non Indigenous,MALE,67,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
12247,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1795,QUEBEC,COMMON LAW,CATH NON-SPEC
12248,ARAB/WEST ASIAN,Non Indigenous,MALE,27,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,MUSLIM
12249,NORTH AMERICAN,Indigenous,MALE,28,Incarcerated,,DETERMINATE,3653,BRITISH COLUMBIA,SINGLE,WICCA
12250,NORTH AMERICAN,Indigenous,MALE,29,Supervised,DP,DETERMINATE,1403,ONTARIO,COMMON LAW,CATHOLIC - NATI
12251,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,1604,QUEBEC,COMMON LAW,CATH NON-SPEC
12252,METIS,Indigenous,MALE,42,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
12253,METIS,Indigenous,MALE,20,Incarcerated,,DETERMINATE,1095,ALBERTA,SINGLE,NOT STATED
12254,S. E. ASIAN,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,4692,ONTARIO,SINGLE,CHRISTIAN REFOR
12255,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,1797,ONTARIO,NOT DETERMINED,
12256,WHITE,Non Indigenous,MALE,55,Incarcerated,,DETERMINATE,5125,NOVA SCOTIA,COMMON LAW,ANGLICAN(EPIS.
12257,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,2451,QUEBEC,SINGLE,CATH NON-SPEC
12258,NORTH AMERICAN,Indigenous,MALE,33,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,OTHER
12259,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,2010,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
12260,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1456,ONTARIO,COMMON LAW,
12261,NORTH AMERICAN,Indigenous,MALE,40,Incarcerated,,DETERMINATE,1795,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
12262,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,2011,NOVA SCOTIA,SINGLE,CATHOLIC - ROMA
12263,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,1247,QUEBEC,COMMON LAW,CATH NON-SPEC
12264,BLACK,Non Indigenous,FEMALE,25,Supervised,SR,DETERMINATE,1035,NOVA SCOTIA,COMMON LAW,NOT STATED
12265,BLACK,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,2408,ONTARIO,COMMON LAW,NONE
12266,WHITE,Non Indigenous,MALE,73,Supervised,DP,DETERMINATE,1461,MANITOBA,SINGLE,JUDAISM
12267,ARAB,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,884,NOVA SCOTIA,MARRIED,MUSLIM
12268,NORTH AMERICAN,Indigenous,MALE,25,Incarcerated,,DETERMINATE,731,ONTARIO,UNKNOWN,
12269,NORTH AMERICAN,Indigenous,MALE,25,Incarcerated,,DETERMINATE,1946,SASKATCHEWAN,UNKNOWN,
12270,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,1096,NOVA SCOTIA,MARRIED,PROT NON-SPEC
12271,BLACK,Non Indigenous,MALE,38,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,MUSLIM
12272,WHITE,Non Indigenous,MALE,31,Supervised,FP,DETERMINATE,996,QUEBEC,COMMON LAW,CATH NON-SPEC
12273,,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1948,BRITISH COLUMBIA,UNKNOWN,
12274,NORTH AMERICAN,Indigenous,MALE,61,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SEPARATED,PROT NON-SPEC
12275,NORTH AMERICAN,Indigenous,MALE,34,Incarcerated,,DETERMINATE,1400,ALBERTA,SINGLE,NATIVE SPIRITUA
12276,WHITE,Non Indigenous,MALE,60,Supervised,DP,DETERMINATE,2266,QUEBEC,MARRIED,CATH NON-SPEC
12277,WHITE,Non Indigenous,MALE,44,Supervised,DP,DETERMINATE,1734,QUEBEC,SEPARATED,CATH NON-SPEC
12278,BLACK,Non Indigenous,MALE,49,Supervised,LTSO,DETERMINATE,730,ONTARIO,SINGLE,JEHOVAH'S WITNE
12279,NORTH AMERICAN,Indigenous,MALE,64,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,PROT NON-SPEC
12280,SUB-SAHARA AFRI,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,731,ONTARIO,UNKNOWN,WICCA
12281,WHITE,Non Indigenous,MALE,37,Supervised,SR,DETERMINATE,2192,ONTARIO,SINGLE,CHRISTIAN REFOR
12282,NORTH AMERICAN,Indigenous,MALE,43,Incarcerated,,DETERMINATE,731,ONTARIO,UNKNOWN,NATIVE SPIRITUA
12283,WHITE,Non Indigenous,MALE,61,Supervised,FP,INDETERMINATE,0,ONTARIO,COMMON LAW,AGNOSTIC
12284,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1858,NOVA SCOTIA,SINGLE,CATH NON-SPEC
12285,BLACK,Non Indigenous,MALE,27,Supervised,SR,DETERMINATE,915,ONTARIO,COMMON LAW,CHRI NON SPEC
12286,WHITE,Non Indigenous,MALE,65,Supervised,DP,DETERMINATE,820,QUEBEC,DIVORCED,CATH NON-SPEC
12287,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,2460,QUEBEC,COMMON LAW,CATH NON-SPEC
12288,WHITE,Non Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
12289,WHITE,Non Indigenous,FEMALE,41,Supervised,FP,DETERMINATE,1277,QUEBEC,SINGLE,CATH NON-SPEC
12290,BLACK,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,2192,ONTARIO,COMMON LAW,CHRI NON SPEC
12291,WHITE,Non Indigenous,MALE,51,Incarcerated,,DETERMINATE,821,QUEBEC,SINGLE,CATH NON-SPEC
12292,WHITE,Non Indigenous,MALE,58,Incarcerated,,DETERMINATE,1720,SASKATCHEWAN,SINGLE,
12293,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1736,BRITISH COLUMBIA,SINGLE,NONE
12294,WHITE,Non Indigenous,MALE,70,Supervised,SR,DETERMINATE,915,QUEBEC,COMMON LAW,CATH NON-SPEC
12295,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,2282,ONTARIO,COMMON LAW,NATIVE SPIRITUA
12296,NORTH AMERICAN,Indigenous,MALE,52,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
12297,WHITE,Non Indigenous,MALE,49,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,BUDDHIST
12298,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,900,NOVA SCOTIA,COMMON LAW,NONE
12299,WHITE,Non Indigenous,MALE,41,Supervised,SR,DETERMINATE,1461,ALBERTA,SEPARATED,ANGLICAN(EPIS.
12300,WHITE,Non Indigenous,MALE,73,Supervised,SR,DETERMINATE,1461,QUEBEC,DIVORCED,CATH NON-SPEC
12301,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,821,ALBERTA,SINGLE,CATHOLIC - ROMA
12302,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1275,QUEBEC,SINGLE,CATH NON-SPEC
12303,CARIBBEAN,Non Indigenous,MALE,74,Supervised,FP,INDETERMINATE,0,ONTARIO,WIDOW(ER),CHRISTIAN REFOR
12304,WHITE,Non Indigenous,MALE,51,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CATHOLIC - ROMA
12305,WHITE,Non Indigenous,MALE,19,Incarcerated,,DETERMINATE,1827,QUEBEC,COMMON LAW,CATH NON-SPEC
12306,WHITE,Non Indigenous,MALE,38,Supervised,FP,DETERMINATE,823,MANITOBA,SINGLE,NONE
12307,NORTH AMERICAN,Indigenous,MALE,34,Supervised,DP,DETERMINATE,1399,ALBERTA,SINGLE,NONE
12308,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,2020,BRITISH COLUMBIA,COMMON LAW,CHRI NON SPEC
12309,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,731,ALBERTA,MARRIED,NOT STATED
12310,METIS,Indigenous,MALE,37,Incarcerated,,DETERMINATE,1560,QUEBEC,SINGLE,CATH NON-SPEC
12311,NORTH AMERICAN,Indigenous,MALE,33,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,ANGLICAN(EPIS.
12312,WHITE,Non Indigenous,MALE,71,Supervised,FP,INDETERMINATE,0,ALBERTA,MARRIED,PROT NON-SPEC
12313,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1826,ONTARIO,COMMON LAW,CHRI NON SPEC
12314,WHITE,Non Indigenous,MALE,34,Supervised,DP,DETERMINATE,731,ONTARIO,SINGLE,NONE
12315,NORTH AMERICAN,Indigenous,MALE,38,Incarcerated,,DETERMINATE,2557,ALBERTA,SINGLE,
12316,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,1644,MANITOBA,SINGLE,NONE
12317,BLACK,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,3652,ONTARIO,SINGLE,CHRI NON SPEC
12318,WHITE,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,1643,NEW BRUNSWICK,SINGLE,PAGAN
12319,SOUTH ASIAN,Non Indigenous,MALE,60,Incarcerated,,DETERMINATE,2058,BRITISH COLUMBIA,SINGLE,SIKH
12320,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,2192,QUEBEC,DIVORCED,CATH NON-SPEC
12321,ARAB/WEST ASIAN,Non Indigenous,MALE,30,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,MUSLIM
12322,WHITE,Non Indigenous,MALE,56,Supervised,FP,DETERMINATE,1887,NOVA SCOTIA,SINGLE,CATHOLIC - ROMA
12323,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,2922,QUEBEC,SINGLE,CATH NON-SPEC
12324,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,2648,QUEBEC,UNKNOWN,
12325,METIS,Indigenous,MALE,27,Incarcerated,,DETERMINATE,1357,ALBERTA,COMMON LAW,NONE
12326,WHITE,Non Indigenous,MALE,58,Incarcerated,,DETERMINATE,4168,ONTARIO,COMMON LAW,NONE
12327,METIS,Indigenous,MALE,27,Incarcerated,,DETERMINATE,732,ALBERTA,SINGLE,
12328,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,1333,ALBERTA,DIVORCED,GREEK ORTHODOX
12329,WHITE,Non Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,NOVA SCOTIA,MARRIED,
12330,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,1049,QUEBEC,SINGLE,CATH NON-SPEC
12331,OTHER,Non Indigenous,MALE,45,Incarcerated,,INDETERMINATE,0,MANITOBA,MARRIED,MUSLIM
12332,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1584,ONTARIO,COMMON LAW,NONE
12333,WHITE,Non Indigenous,MALE,49,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,PROT NON-SPEC
12334,WHITE,Non Indigenous,MALE,76,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
12335,BLACK,Non Indigenous,MALE,21,Incarcerated,,DETERMINATE,731,NOVA SCOTIA,COMMON LAW,NOT STATED
12336,,Non Indigenous,MALE,21,Incarcerated,,DETERMINATE,1126,SASKATCHEWAN,SINGLE,
12337,WHITE,Non Indigenous,MALE,30,Supervised,SR,DETERMINATE,1489,NEW BRUNSWICK,SINGLE,
12338,WHITE,Non Indigenous,MALE,58,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,
12339,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,935,ONTARIO,UNKNOWN,NONE
12340,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,1430,BRITISH COLUMBIA,WIDOW(ER),PROT NON-SPEC
12341,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,2373,ALBERTA,SINGLE,NONE
12342,,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,2557,ONTARIO,SINGLE,MUSLIM
12343,WHITE,Non Indigenous,MALE,64,Supervised,FP,INDETERMINATE,0,ALBERTA,MARRIED,PROT NON-SPEC
12344,,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,1705,ONTARIO,UNKNOWN,
12345,MULTIRAC/ETHNIC,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,891,QUEBEC,COMMON LAW,CATH NON-SPEC
12346,WHITE,Non Indigenous,MALE,62,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,PROT NON-SPEC
12347,WHITE,Non Indigenous,MALE,59,Incarcerated,,INDETERMINATE,0,MANITOBA,SINGLE,NONE
12348,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,
12349,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,1096,SASKATCHEWAN,SINGLE,NOT STATED
12350,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,3652,QUEBEC,SINGLE,CATH NON-SPEC
12351,ARAB,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,1218,ALBERTA,MARRIED,MUSLIM
12352,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,3287,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
12353,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,2739,ONTARIO,SINGLE,NONE
12354,BLACK,Non Indigenous,FEMALE,39,Supervised,FP,DETERMINATE,2557,ONTARIO,SINGLE,CATH NON-SPEC
12355,WHITE,Non Indigenous,MALE,66,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
12356,BLACK,Non Indigenous,MALE,39,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,RASTAFARIAN
12357,NORTH AMERICAN,Indigenous,MALE,74,Incarcerated,,INDETERMINATE,0,ONTARIO,SEPARATED,PROT NON-SPEC
12358,WHITE,Non Indigenous,MALE,51,Incarcerated,,DETERMINATE,976,QUEBEC,SINGLE,CATH NON-SPEC
12359,WHITE,Non Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
12360,WHITE,Non Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,PROT NON-SPEC
12361,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,1290,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
12362,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,2922,ONTARIO,MARRIED,NATIVE SPIRITUA
12363,LATIN AMERICAN,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,1096,ALBERTA,COMMON LAW,CATH NON-SPEC
12364,NORTH AMERICAN,Indigenous,MALE,56,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,OTHER
12365,UNABLE SPECIFY,Non Indigenous,MALE,49,Supervised,SR,DETERMINATE,2373,SASKATCHEWAN,COMMON LAW,ANGLICAN(EPIS.
12366,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1597,QUEBEC,COMMON LAW,CATH NON-SPEC
12367,ASI-E/SOUTHEAST,Non Indigenous,MALE,31,Supervised,FP,DETERMINATE,850,ALBERTA,SINGLE,NONE
12368,WHITE,Non Indigenous,MALE,37,Supervised,SR,DETERMINATE,853,QUEBEC,COMMON LAW,CATH NON-SPEC
12369,WHITE,Non Indigenous,MALE,62,Supervised,FP,INDETERMINATE,0,QUEBEC,DIVORCED,CATH NON-SPEC
12370,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,851,QUEBEC,SINGLE,CATH NON-SPEC
12371,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,731,SASKATCHEWAN,SINGLE,CATH NON-SPEC
12372,METIS,Indigenous,MALE,25,Incarcerated,,DETERMINATE,957,QUEBEC,COMMON LAW,NONE
12373,WHITE,Non Indigenous,MALE,76,Supervised,FP,DETERMINATE,1826,PRINCE EDWARD ISLAND,SINGLE,PRESBYTERIAN
12374,WHITE,Non Indigenous,MALE,62,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,CATH NON-SPEC
12375,WHITE,Non Indigenous,MALE,42,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,MARRIED,NONE
12376,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,8221,MANITOBA,SINGLE,NONE
12377,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,915,QUEBEC,COMMON LAW,CATH NON-SPEC
12378,WHITE,Non Indigenous,FEMALE,37,Supervised,FP,DETERMINATE,731,NOVA SCOTIA,COMMON LAW,CATHOLIC - ROMA
12379,WHITE,Non Indigenous,FEMALE,54,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,CATH NON-SPEC
12380,WHITE,Non Indigenous,MALE,51,Incarcerated,,DETERMINATE,4199,QUEBEC,SEPARATED,CATH NON-SPEC
12381,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1645,QUEBEC,COMMON LAW,CATH NON-SPEC
12382,,Non Indigenous,MALE,66,Incarcerated,,DETERMINATE,1096,SASKATCHEWAN,UNKNOWN,
12383,LATIN AMERICAN,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,2465,ONTARIO,SINGLE,NONE
12384,WHITE,Non Indigenous,MALE,52,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,
12385,WHITE,Non Indigenous,MALE,22,Supervised,FP,DETERMINATE,1642,NEW BRUNSWICK,SINGLE,PENTECOSTAL ASS
12386,WHITE,Non Indigenous,MALE,35,Supervised,LTSO,DETERMINATE,1552,MANITOBA,COMMON LAW,OTHER
12387,NORTH AMERICAN,Indigenous,MALE,64,Supervised,DP,DETERMINATE,1157,SASKATCHEWAN,COMMON LAW,CHRI NON SPEC
12388,WHITE,Non Indigenous,MALE,42,Supervised,SR,DETERMINATE,731,QUEBEC,SINGLE,NONE
12389,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1507,ALBERTA,SINGLE,OTHER
12390,WHITE,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,1461,QUEBEC,COMMON LAW,CATH NON-SPEC
12391,BLACK,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,3003,ONTARIO,COMMON LAW,MUSLIM
12392,WHITE,Non Indigenous,MALE,33,Supervised,FP,DETERMINATE,2922,QUEBEC,UNKNOWN,CATH NON-SPEC
12393,NORTH AMERICAN,Indigenous,MALE,33,Incarcerated,,DETERMINATE,2894,ALBERTA,SINGLE,NOT STATED
12394,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,5844,ONTARIO,COMMON LAW,CHRISTIAN REFOR
12395,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,731,ONTARIO,SINGLE,AGNOSTIC
12396,WHITE,Non Indigenous,MALE,27,Supervised,SR,DETERMINATE,1546,QUEBEC,COMMON LAW,CATH NON-SPEC
12397,ARAB,Non Indigenous,MALE,57,Incarcerated,,DETERMINATE,1096,ONTARIO,SINGLE,CHRI NON SPEC
12398,NORTH AMERICAN,Indigenous,MALE,46,Incarcerated,,DETERMINATE,1772,ALBERTA,MARRIED,CHRISTIAN & MIS
12399,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,2983,NEW BRUNSWICK,SINGLE,NONE
12400,WHITE,Non Indigenous,MALE,45,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
12401,WHITE,Non Indigenous,MALE,23,Supervised,SR,DETERMINATE,1096,QUEBEC,COMMON LAW,CATH NON-SPEC
12402,WHITE,Non Indigenous,MALE,52,Supervised,DP,INDETERMINATE,0,SASKATCHEWAN,SINGLE,UKRANIAN ORTHOD
12403,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1279,ONTARIO,COMMON LAW,NONE
12404,WHITE,Non Indigenous,MALE,66,Supervised,SR,DETERMINATE,1156,ALBERTA,MARRIED,OTHER
12405,BLACK,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,1217,QUEBEC,COMMON LAW,CATH NON-SPEC
12406,WHITE,Non Indigenous,MALE,29,Supervised,FP,DETERMINATE,1035,QUEBEC,SINGLE,CATH NON-SPEC
12407,WHITE,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,914,NOVA SCOTIA,SINGLE,NOT STATED
12408,BLACK,Non Indigenous,MALE,45,Supervised,FP,DETERMINATE,1277,NOVA SCOTIA,COMMON LAW,BAPTIST
12409,METIS,Indigenous,MALE,64,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
12410,WHITE,Non Indigenous,MALE,81,Supervised,FP,INDETERMINATE,0,QUEBEC,DIVORCED,CATH NON-SPEC
12411,METIS,Indigenous,MALE,29,Incarcerated,,DETERMINATE,1384,ALBERTA,COMMON LAW,NATIVE SPIRITUA
12412,WHITE,Non Indigenous,FEMALE,40,Incarcerated,,DETERMINATE,882,QUEBEC,SINGLE,CATH NON-SPEC
12413,WHITE,Non Indigenous,MALE,56,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
12414,NORTH AMERICAN,Indigenous,MALE,20,Incarcerated,,DETERMINATE,1415,MANITOBA,SINGLE,NATIVE SPIRITUA
12415,WHITE,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,2590,NOVA SCOTIA,SINGLE,NOT STATED
12416,METIS,Indigenous,MALE,26,Supervised,DP,DETERMINATE,1278,BRITISH COLUMBIA,UNKNOWN,
12417,WHITE,Non Indigenous,FEMALE,60,Incarcerated,,INDETERMINATE,0,QUEBEC,DIVORCED,CATH NON-SPEC
12418,NORTH AMERICAN,Indigenous,MALE,62,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,PROT NON-SPEC
12419,WHITE,Non Indigenous,MALE,43,Supervised,FP,DETERMINATE,1096,NEW BRUNSWICK,COMMON LAW,CATH NON-SPEC
12420,NORTH AMERICAN,Indigenous,MALE,28,Incarcerated,,DETERMINATE,731,BRITISH COLUMBIA,SINGLE,NONE
12421,WHITE,Non Indigenous,MALE,61,Incarcerated,,DETERMINATE,748,NEW BRUNSWICK,WIDOW(ER),CATHOLIC - ROMA
12422,WHITE,Non Indigenous,MALE,68,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,ATHEIST
12423,WHITE,Non Indigenous,MALE,60,Incarcerated,,DETERMINATE,1826,ONTARIO,MARRIED,PROT NON-SPEC
12424,CHINESE,Non Indigenous,MALE,34,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,BUDDHIST
12425,WHITE,Non Indigenous,MALE,42,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,ANGLICAN(EPIS.
12426,CHINESE,Non Indigenous,MALE,33,Supervised,FP,DETERMINATE,4383,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
12427,,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1096,QUEBEC,COMMON LAW,
12428,,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,2036,NEW BRUNSWICK,SINGLE,
12429,WHITE,Non Indigenous,MALE,25,Supervised,FP,DETERMINATE,958,ONTARIO,SINGLE,NONE
12430,BLACK,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,1826,QUEBEC,SINGLE,RASTAFARIAN
12431,WHITE,Non Indigenous,MALE,66,Supervised,FP,DETERMINATE,1277,QUEBEC,SINGLE,CATH NON-SPEC
12432,NORTH AMERICAN,Indigenous,MALE,34,Incarcerated,,DETERMINATE,884,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
12433,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1826,BRITISH COLUMBIA,SINGLE,NONE
12434,WHITE,Non Indigenous,MALE,72,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
12435,WHITE,Non Indigenous,MALE,53,Supervised,SR,DETERMINATE,5478,ONTARIO,DIVORCED,PROT NON-SPEC
12436,WHITE,Non Indigenous,MALE,41,Supervised,DP,DETERMINATE,1096,ONTARIO,UNKNOWN,
12437,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,2417,QUEBEC,SINGLE,CATH NON-SPEC
12438,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,1081,QUEBEC,SINGLE,CATH NON-SPEC
12439,NORTH AMERICAN,Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,PROT NON-SPEC
12440,WHITE,Non Indigenous,MALE,28,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
12441,WHITE,Non Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
12442,WHITE,Non Indigenous,MALE,69,Supervised,FP,INDETERMINATE,0,ONTARIO,WIDOW(ER),NONE
12443,WHITE,Non Indigenous,MALE,61,Supervised,DP,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
12444,METIS,Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,NOT STATED
12445,NORTH AMERICAN,Indigenous,MALE,49,Supervised,SR,DETERMINATE,1096,SASKATCHEWAN,MARRIED,ANGLICAN(EPIS.
12446,NORTH AMERICAN,Indigenous,MALE,23,Incarcerated,,DETERMINATE,1219,MANITOBA,SINGLE,NONE
12447,WHITE,Non Indigenous,MALE,64,Incarcerated,,DETERMINATE,17945,QUEBEC,COMMON LAW,CATH NON-SPEC
12448,NORTH AMERICAN,Indigenous,MALE,25,Incarcerated,,DETERMINATE,1793,ONTARIO,COMMON LAW,CHRI NON SPEC
12449,WHITE,Non Indigenous,MALE,52,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,MUSLIM
12450,WHITE,Non Indigenous,MALE,38,Supervised,DP,INDETERMINATE,0,ONTARIO,SINGLE,AGNOSTIC
