Number,Race,Race Grouping,Gender,Age,Incarcerated/Supervised,Supervision Type,Sentence Type,Aggregate Sentence Length,Province,Marital Status,Religion
9099,WHITE,Non Aboriginal,MALE,62,Supervised,LTSO,DETERMINATE,1369,QUEBEC,DIVORCED,CATH NON-SPEC
9100,ARAB/WEST ASIAN,Non Aboriginal,MALE,52,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,MUSLIM
9101,WHITE,Non Aboriginal,MALE,32,Supervised,SR,DETERMINATE,889,QUEBEC,SINGLE,CATH NON-SPEC
9102,WHITE,Non Aboriginal,MALE,48,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
9103,WHITE,Non Aboriginal,FEMALE,28,Incarcerated,,DETERMINATE,911,QUEBEC,COMMON LAW,PROT NON-SPEC
9104,WHITE,Non Aboriginal,MALE,40,Incarcerated,,DETERMINATE,730,QUEBEC,COMMON LAW,MUSLIM
9105,WHITE,Non Aboriginal,FEMALE,59,Supervised,FP,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
9106,WHITE,Non Aboriginal,MALE,59,Supervised,LTSO,DETERMINATE,972,QUEBEC,COMMON LAW,CATH NON-SPEC
9107,WHITE,Non Aboriginal,MALE,55,Supervised,SR,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
9108,WHITE,Non Aboriginal,MALE,30,Incarcerated,,DETERMINATE,1129,QUEBEC,COMMON LAW,CATH NON-SPEC
9109,WHITE,Non Aboriginal,MALE,45,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
9110,WHITE,Non Aboriginal,MALE,72,Supervised,FP,DETERMINATE,973,QUEBEC,DIVORCED,CATH NON-SPEC
9111,WHITE,Non Aboriginal,FEMALE,38,Supervised,SR,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
9112,WHITE,Non Aboriginal,MALE,62,Supervised,FP,DETERMINATE,16020,QUEBEC,SINGLE,PROT NON-SPEC
9113,WHITE,Non Aboriginal,MALE,57,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATHOLIC - ROMA
9114,WHITE,Non Aboriginal,MALE,54,Incarcerated,,DETERMINATE,2170,QUEBEC,COMMON LAW,BUDDHIST
9115,WHITE,Non Aboriginal,MALE,52,Supervised,FP,DETERMINATE,5479,QUEBEC,SINGLE,CATH NON-SPEC
9116,ARAB/WEST ASIAN,Non Aboriginal,MALE,37,Supervised,FP,DETERMINATE,2188,QUEBEC,SEPARATED,METHODIST CHRIS
9117,WHITE,Non Aboriginal,MALE,52,Incarcerated,,DETERMINATE,2375,QUEBEC,COMMON LAW,CATH NON-SPEC
9118,FIRST NATIONS,Aboriginal,MALE,34,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
9119,WHITE,Non Aboriginal,MALE,51,Incarcerated,,DETERMINATE,2176,QUEBEC,SINGLE,CATH NON-SPEC
9120,WHITE,Non Aboriginal,MALE,42,Incarcerated,,DETERMINATE,1157,QUEBEC,SINGLE,CATH NON-SPEC
9121,BLACK,Non Aboriginal,MALE,31,Incarcerated,,DETERMINATE,1706,QUEBEC,COMMON LAW,PROT NON-SPEC
9122,WHITE,Non Aboriginal,MALE,45,Incarcerated,,DETERMINATE,913,QUEBEC,COMMON LAW,CATH NON-SPEC
9123,MULTIRAC/ETHNIC,Non Aboriginal,MALE,22,Incarcerated,,DETERMINATE,1308,QUEBEC,COMMON LAW,CATH NON-SPEC
9124,WHITE,Non Aboriginal,MALE,44,Supervised,LTSO,DETERMINATE,730,QUEBEC,SINGLE,CATH NON-SPEC
9125,WHITE,Non Aboriginal,MALE,44,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
9126,WHITE,Non Aboriginal,MALE,44,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
9127,FILIPINO,Non Aboriginal,MALE,29,Incarcerated,,DETERMINATE,1461,MANITOBA,COMMON LAW,PROT NON-SPEC
9128,WHITE,Non Aboriginal,MALE,32,Supervised,DP,DETERMINATE,731,SASKATCHEWAN,SEPARATED,
9129,FIRST NATIONS,Aboriginal,MALE,23,Incarcerated,,DETERMINATE,730,ALBERTA,COMMON LAW,NOT STATED
9130,,Non Aboriginal,MALE,24,Incarcerated,,DETERMINATE,730,SASKATCHEWAN,COMMON LAW,
9131,WHITE,Non Aboriginal,MALE,24,Incarcerated,,DETERMINATE,1065,ALBERTA,SINGLE,NONE
9132,WHITE,Non Aboriginal,MALE,43,Incarcerated,,DETERMINATE,1096,ALBERTA,SINGLE,CHRI NON SPEC
9133,FIRST NATIONS,Aboriginal,MALE,52,Incarcerated,,DETERMINATE,776,ALBERTA,COMMON LAW,CATHOLIC - ROMA
9134,FIRST NATIONS,Aboriginal,MALE,23,Incarcerated,,DETERMINATE,1279,MANITOBA,COMMON LAW,NATIVE SPIRITUA
9135,METIS,Aboriginal,MALE,27,Incarcerated,,DETERMINATE,1033,MANITOBA,SINGLE,NONE
9136,,Non Aboriginal,MALE,39,Incarcerated,,DETERMINATE,1230,SASKATCHEWAN,UNKNOWN,
9137,WHITE,Non Aboriginal,MALE,47,Incarcerated,,DETERMINATE,2557,ALBERTA,SINGLE,CATHOLIC - ROMA
9138,WHITE,Non Aboriginal,MALE,21,Supervised,SR,DETERMINATE,912,ALBERTA,SINGLE,NONE
9139,WHITE,Non Aboriginal,MALE,46,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATHOLIC - ROMA
9140,WHITE,Non Aboriginal,MALE,37,Supervised,SR-RES,DETERMINATE,2179,QUEBEC,SINGLE,CATH NON-SPEC
9141,WHITE,Non Aboriginal,MALE,36,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
9142,WHITE,Non Aboriginal,MALE,31,Incarcerated,,DETERMINATE,1826,QUEBEC,SINGLE,CATHOLIC - ROMA
9143,METIS,Aboriginal,MALE,27,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,WICCA
9144,WHITE,Non Aboriginal,MALE,32,Incarcerated,,DETERMINATE,1308,QUEBEC,MARRIED,CATH NON-SPEC
9145,WHITE,Non Aboriginal,MALE,36,Incarcerated,,DETERMINATE,1044,QUEBEC,COMMON LAW,CATH NON-SPEC
9146,WHITE,Non Aboriginal,MALE,28,Supervised,DP,DETERMINATE,1065,QUEBEC,COMMON LAW,CATH NON-SPEC
9147,WHITE,Non Aboriginal,MALE,30,Supervised,FP,DETERMINATE,1216,QUEBEC,COMMON LAW,CATH NON-SPEC
9148,INUIT,Aboriginal,MALE,47,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,ANGLICAN(EPIS.
9149,WHITE,Non Aboriginal,MALE,49,Incarcerated,,DETERMINATE,2099,QUEBEC,COMMON LAW,ATHEIST
9150,WHITE,Non Aboriginal,MALE,30,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,SUFIISM
9151,BLACK,Non Aboriginal,MALE,27,Incarcerated,,DETERMINATE,1096,QUEBEC,COMMON LAW,CATH NON-SPEC
9152,WHITE,Non Aboriginal,MALE,42,Incarcerated,,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
9153,WHITE,Non Aboriginal,MALE,56,Incarcerated,,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
9154,WHITE,Non Aboriginal,FEMALE,58,Incarcerated,,DETERMINATE,6574,QUEBEC,SINGLE,CATH NON-SPEC
9155,WHITE,Non Aboriginal,MALE,26,Incarcerated,,DETERMINATE,730,QUEBEC,COMMON LAW,CATH NON-SPEC
9156,WHITE,Non Aboriginal,MALE,31,Incarcerated,,DETERMINATE,1052,QUEBEC,COMMON LAW,CATH NON-SPEC
9157,BLACK,Non Aboriginal,MALE,28,Supervised,SR,DETERMINATE,1096,QUEBEC,COMMON LAW,CATH NON-SPEC
9158,WHITE,Non Aboriginal,MALE,24,Supervised,LTSO-RES,DETERMINATE,1155,QUEBEC,SINGLE,CATH NON-SPEC
9159,WHITE,Non Aboriginal,MALE,43,Incarcerated,,DETERMINATE,1642,QUEBEC,SINGLE,CATH NON-SPEC
9160,WHITE,Non Aboriginal,MALE,25,Incarcerated,,DETERMINATE,1795,QUEBEC,SINGLE,NONE
9161,BLACK,Non Aboriginal,MALE,21,Incarcerated,,DETERMINATE,961,QUEBEC,SINGLE,MUSLIM
9162,WHITE,Non Aboriginal,MALE,44,Incarcerated,,DETERMINATE,881,QUEBEC,SINGLE,CATH NON-SPEC
9163,WHITE,Non Aboriginal,MALE,30,Incarcerated,,DETERMINATE,4465,QUEBEC,COMMON LAW,CATH NON-SPEC
9164,WHITE,Non Aboriginal,MALE,53,Incarcerated,,INDETERMINATE,0,QUEBEC,DIVORCED,CATH NON-SPEC
9165,WHITE,Non Aboriginal,MALE,52,Supervised,SR-RES,DETERMINATE,12196,QUEBEC,SINGLE,CATHOLIC - ROMA
9166,FIRST NATIONS,Aboriginal,MALE,27,Incarcerated,,DETERMINATE,2192,ALBERTA,SINGLE,CATHOLIC - ROMA
9167,FIRST NATIONS,Aboriginal,MALE,45,Supervised,SR,DETERMINATE,1096,SASKATCHEWAN,SEPARATED,CATH NON-SPEC
9168,WHITE,Non Aboriginal,MALE,47,Incarcerated,,DETERMINATE,1400,ALBERTA,SINGLE,
9169,WHITE,Non Aboriginal,MALE,42,Incarcerated,,DETERMINATE,3075,ALBERTA,SINGLE,JUDAISM
9170,FIRST NATIONS,Aboriginal,MALE,26,Incarcerated,,DETERMINATE,1218,ALBERTA,SINGLE,CATHOLIC - ROMA
9171,FIRST NATIONS,Aboriginal,MALE,19,Incarcerated,,DETERMINATE,2556,SASKATCHEWAN,SINGLE,CHRI NON SPEC
9172,WHITE,Non Aboriginal,MALE,47,Incarcerated,,INDETERMINATE,0,ALBERTA,DIVORCED,UNITED CHURCH
9173,,Non Aboriginal,MALE,27,Incarcerated,,DETERMINATE,2191,SASKATCHEWAN,SINGLE,
9174,,Non Aboriginal,MALE,23,Incarcerated,,DETERMINATE,1303,SASKATCHEWAN,SINGLE,
9175,FIRST NATIONS,Aboriginal,MALE,35,Incarcerated,,DETERMINATE,1763,ALBERTA,SINGLE,NATIVE SPIRITUA
9176,WHITE,Non Aboriginal,MALE,53,Incarcerated,,DETERMINATE,851,QUEBEC,SINGLE,CATH NON-SPEC
9177,WHITE,Non Aboriginal,MALE,44,Incarcerated,,DETERMINATE,5507,QUEBEC,COMMON LAW,CATH NON-SPEC
9178,WHITE,Non Aboriginal,MALE,39,Incarcerated,,DETERMINATE,5557,QUEBEC,SINGLE,CATH NON-SPEC
9179,WHITE,Non Aboriginal,MALE,47,Incarcerated,,DETERMINATE,1642,QUEBEC,COMMON LAW,CATH NON-SPEC
9180,WHITE,Non Aboriginal,MALE,54,Incarcerated,,DETERMINATE,1461,QUEBEC,COMMON LAW,CATH NON-SPEC
9181,WHITE,Non Aboriginal,MALE,49,Incarcerated,,DETERMINATE,2556,QUEBEC,COMMON LAW,CATH NON-SPEC
9182,WHITE,Non Aboriginal,MALE,45,Incarcerated,,DETERMINATE,2922,QUEBEC,SINGLE,CATH NON-SPEC
9183,WHITE,Non Aboriginal,MALE,36,Incarcerated,,DETERMINATE,914,QUEBEC,COMMON LAW,CATH NON-SPEC
9184,WHITE,Non Aboriginal,MALE,56,Incarcerated,,DETERMINATE,14927,QUEBEC,SINGLE,CATH NON-SPEC
9185,WHITE,Non Aboriginal,MALE,27,Incarcerated,,DETERMINATE,2218,QUEBEC,SINGLE,NONE
9186,WHITE,Non Aboriginal,MALE,39,Incarcerated,,INDETERMINATE,0,QUEBEC,MARRIED,CATHOLIC - ROMA
9187,WHITE,Non Aboriginal,MALE,46,Incarcerated,,INDETERMINATE,0,QUEBEC,WIDOW(ER),CATH NON-SPEC
9188,WHITE,Non Aboriginal,MALE,48,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
9189,WHITE,Non Aboriginal,MALE,41,Incarcerated,,DETERMINATE,4232,QUEBEC,COMMON LAW,CATH NON-SPEC
9190,WHITE,Non Aboriginal,MALE,38,Supervised,FP-RES,DETERMINATE,1461,QUEBEC,SINGLE,CATH NON-SPEC
9191,WHITE,Non Aboriginal,MALE,46,Incarcerated,,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
9192,METIS,Aboriginal,MALE,29,Incarcerated,,DETERMINATE,2435,QUEBEC,SINGLE,CATHOLIC - GREE
9193,WHITE,Non Aboriginal,MALE,34,Supervised,LTSO-RES,DETERMINATE,1581,QUEBEC,DIVORCED,MORMON (LATTER
9194,WHITE,Non Aboriginal,MALE,38,Supervised,DP,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
9195,WHITE,Non Aboriginal,MALE,43,Incarcerated,,DETERMINATE,2191,QUEBEC,SINGLE,CATH NON-SPEC
9196,WHITE,Non Aboriginal,MALE,51,Incarcerated,,DETERMINATE,730,QUEBEC,SINGLE,CATH NON-SPEC
9197,WHITE,Non Aboriginal,MALE,64,Incarcerated,,DETERMINATE,730,QUEBEC,DIVORCED,CATH NON-SPEC
9198,WHITE,Non Aboriginal,MALE,33,Incarcerated,,DETERMINATE,1323,QUEBEC,SINGLE,CATH NON-SPEC
9199,WHITE,Non Aboriginal,MALE,67,Incarcerated,,INDETERMINATE,0,QUEBEC,DIVORCED,CATH NON-SPEC
9200,BLACK,Non Aboriginal,MALE,31,Incarcerated,,INDETERMINATE,0,QUEBEC,MARRIED,MUSLIM
9201,BLACK,Non Aboriginal,MALE,29,Incarcerated,,DETERMINATE,7305,QUEBEC,COMMON LAW,SUFIISM
9202,BLACK,Non Aboriginal,MALE,42,Supervised,DP,DETERMINATE,730,ALBERTA,COMMON LAW,MUSLIM
9203,FIRST NATIONS,Aboriginal,MALE,58,Incarcerated,,DETERMINATE,1277,MANITOBA,MARRIED,ANGLICAN(EPIS.
9204,CARIBBEAN,Non Aboriginal,MALE,23,Supervised,FP,DETERMINATE,1096,ALBERTA,SINGLE,CATHOLIC - ROMA
9205,WHITE,Non Aboriginal,MALE,37,Supervised,DP,DETERMINATE,2557,MANITOBA,MARRIED,CATH NON-SPEC
9206,S. E. ASIAN,Non Aboriginal,MALE,33,Incarcerated,,DETERMINATE,730,ALBERTA,COMMON LAW,BUDDHIST
9207,WHITE,Non Aboriginal,MALE,35,Incarcerated,,DETERMINATE,1917,ALBERTA,COMMON LAW,CATH NON-SPEC
9208,WHITE,Non Aboriginal,MALE,27,Supervised,SR-RES,DETERMINATE,1429,ALBERTA,SINGLE,NONE
9209,WHITE,Non Aboriginal,FEMALE,29,Incarcerated,,DETERMINATE,765,ALBERTA,SINGLE,CATHOLIC - ROMA
9210,WHITE,Non Aboriginal,MALE,31,Incarcerated,,DETERMINATE,912,MANITOBA,SINGLE,CHRISTIAN REFOR
9211,METIS,Aboriginal,MALE,29,Incarcerated,,DETERMINATE,795,ALBERTA,SINGLE,CATHOLIC - ROMA
9212,FIRST NATIONS,Aboriginal,FEMALE,23,Incarcerated,,DETERMINATE,1034,MANITOBA,COMMON LAW,
9213,WHITE,Non Aboriginal,MALE,52,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
9214,WHITE,Non Aboriginal,MALE,38,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
9215,WHITE,Non Aboriginal,MALE,69,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
9216,WHITE,Non Aboriginal,MALE,53,Incarcerated,,DETERMINATE,730,QUEBEC,MARRIED,CATH NON-SPEC
9217,WHITE,Non Aboriginal,MALE,33,Incarcerated,,DETERMINATE,791,QUEBEC,COMMON LAW,CATH NON-SPEC
9218,WHITE,Non Aboriginal,MALE,47,Incarcerated,,DETERMINATE,1827,QUEBEC,SEPARATED,CATH NON-SPEC
9219,METIS,Aboriginal,MALE,56,Incarcerated,,DETERMINATE,16558,QUEBEC,MARRIED,CATH NON-SPEC
9220,WHITE,Non Aboriginal,MALE,43,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,NONE
9221,WHITE,Non Aboriginal,MALE,49,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
9222,WHITE,Non Aboriginal,MALE,62,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
9223,WHITE,Non Aboriginal,MALE,32,Incarcerated,,DETERMINATE,730,QUEBEC,SINGLE,OTHER
9224,WHITE,Non Aboriginal,MALE,42,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
9225,S. E. ASIAN,Non Aboriginal,MALE,33,Incarcerated,,DETERMINATE,1763,QUEBEC,COMMON LAW,MUSLIM
9226,WHITE,Non Aboriginal,MALE,30,Incarcerated,,DETERMINATE,1384,QUEBEC,COMMON LAW,CATH NON-SPEC
9227,WHITE,Non Aboriginal,MALE,27,Incarcerated,,DETERMINATE,1795,QUEBEC,COMMON LAW,CATH NON-SPEC
9228,WHITE,Non Aboriginal,MALE,64,Incarcerated,,DETERMINATE,730,QUEBEC,SINGLE,CATH NON-SPEC
9229,WHITE,Non Aboriginal,MALE,47,Incarcerated,,DETERMINATE,5479,QUEBEC,SINGLE,CATH NON-SPEC
9230,WHITE,Non Aboriginal,MALE,52,Incarcerated,,DETERMINATE,4754,QUEBEC,SINGLE,CATH NON-SPEC
9231,WHITE,Non Aboriginal,MALE,27,Supervised,SR,DETERMINATE,1461,ALBERTA,MARRIED,PROT NON-SPEC
9232,,Non Aboriginal,MALE,25,Incarcerated,,DETERMINATE,887,SASKATCHEWAN,COMMON LAW,
9233,WHITE,Non Aboriginal,MALE,22,Incarcerated,,DETERMINATE,1369,ALBERTA,SINGLE,CHRI NON SPEC
9234,FIRST NATIONS,Aboriginal,MALE,42,Supervised,SR,DETERMINATE,1096,MANITOBA,COMMON LAW,NATIVE SPIRITUA
9235,WHITE,Non Aboriginal,MALE,56,Incarcerated,,DETERMINATE,761,ALBERTA,SINGLE,CATH NON-SPEC
9236,FIRST NATIONS,Aboriginal,MALE,38,Incarcerated,,DETERMINATE,915,SASKATCHEWAN,SEPARATED,NATIVE SPIRITUA
9237,FIRST NATIONS,Aboriginal,MALE,43,Incarcerated,,DETERMINATE,1461,MANITOBA,MARRIED,NATIVE SPIRITUA
9238,FIRST NATIONS,Aboriginal,MALE,26,Incarcerated,,DETERMINATE,1711,MANITOBA,SINGLE,NATIVE SPIRITUA
9239,FIRST NATIONS,Aboriginal,MALE,24,Incarcerated,,DETERMINATE,876,ALBERTA,COMMON LAW,NONE
9240,WHITE,Non Aboriginal,MALE,42,Supervised,SR,DETERMINATE,912,ALBERTA,SINGLE,CATHOLIC - ROMA
9241,FIRST NATIONS,Aboriginal,MALE,34,Supervised,FP,DETERMINATE,1538,ALBERTA,COMMON LAW,NAT SPIRIT PROT
9242,METIS,Aboriginal,MALE,30,Supervised,FP,DETERMINATE,1461,ALBERTA,COMMON LAW,UNITED CHURCH
9243,METIS,Aboriginal,MALE,31,Supervised,SR-RES,DETERMINATE,913,MANITOBA,SEPARATED,NONE
9244,WHITE,Non Aboriginal,MALE,51,Incarcerated,,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
9245,WHITE,Non Aboriginal,MALE,66,Incarcerated,,DETERMINATE,11112,QUEBEC,SINGLE,CATH NON-SPEC
9246,WHITE,Non Aboriginal,MALE,39,Supervised,SR-RES,DETERMINATE,3132,QUEBEC,SINGLE,MUSLIM
9247,WHITE,Non Aboriginal,MALE,22,Incarcerated,,DETERMINATE,912,QUEBEC,SINGLE,CATH NON-SPEC
9248,BLACK,Non Aboriginal,MALE,46,Incarcerated,,DETERMINATE,730,QUEBEC,MARRIED,OTHER
9249,METIS,Aboriginal,MALE,46,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
9250,WHITE,Non Aboriginal,MALE,39,Incarcerated,,DETERMINATE,1278,QUEBEC,COMMON LAW,CATH NON-SPEC
9251,WHITE,Non Aboriginal,MALE,69,Incarcerated,,DETERMINATE,1218,QUEBEC,MARRIED,CATH NON-SPEC
9252,WHITE,Non Aboriginal,MALE,51,Supervised,FP,DETERMINATE,2466,QUEBEC,SINGLE,CATH NON-SPEC
9253,WHITE,Non Aboriginal,MALE,57,Incarcerated,,DETERMINATE,1827,QUEBEC,DIVORCED,CATH NON-SPEC
9254,WHITE,Non Aboriginal,MALE,71,Supervised,FP,DETERMINATE,3653,QUEBEC,DIVORCED,CATH NON-SPEC
9255,WHITE,Non Aboriginal,MALE,67,Incarcerated,,DETERMINATE,28398,QUEBEC,SINGLE,PROT NON-SPEC
9256,WHITE,Non Aboriginal,MALE,41,Incarcerated,,DETERMINATE,883,QUEBEC,SINGLE,CATH NON-SPEC
9257,WHITE,Non Aboriginal,MALE,39,Incarcerated,,DETERMINATE,1430,QUEBEC,COMMON LAW,CATH NON-SPEC
9258,FIRST NATIONS,Aboriginal,MALE,40,Supervised,SR,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
9259,WHITE,Non Aboriginal,MALE,27,Supervised,DP,DETERMINATE,2102,QUEBEC,SINGLE,CATH NON-SPEC
9260,WHITE,Non Aboriginal,MALE,57,Incarcerated,,DETERMINATE,731,QUEBEC,COMMON LAW,CATH NON-SPEC
9261,BLACK,Non Aboriginal,MALE,35,Incarcerated,,DETERMINATE,2343,QUEBEC,COMMON LAW,MUSLIM
9262,WHITE,Non Aboriginal,MALE,48,Supervised,SR-RES,DETERMINATE,2608,QUEBEC,SINGLE,BUDDHIST
9263,WHITE,Non Aboriginal,MALE,60,Supervised,LTSO-RES,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
9264,WHITE,Non Aboriginal,MALE,54,Incarcerated,,DETERMINATE,1614,QUEBEC,DIVORCED,CATH NON-SPEC
9265,METIS,Aboriginal,MALE,20,Incarcerated,,DETERMINATE,1005,QUEBEC,COMMON LAW,CATH NON-SPEC
9266,WHITE,Non Aboriginal,MALE,44,Incarcerated,,DETERMINATE,911,QUEBEC,COMMON LAW,CATH NON-SPEC
9267,WHITE,Non Aboriginal,MALE,32,Incarcerated,,DETERMINATE,1652,QUEBEC,SINGLE,CATH NON-SPEC
9268,METIS,Aboriginal,MALE,25,Incarcerated,,DETERMINATE,1461,QUEBEC,SINGLE,CATH NON-SPEC
9269,WHITE,Non Aboriginal,MALE,36,Incarcerated,,DETERMINATE,2738,QUEBEC,SINGLE,CATH NON-SPEC
9270,WHITE,Non Aboriginal,MALE,56,Supervised,SR-RES,DETERMINATE,4383,QUEBEC,COMMON LAW,JUDAISM
9271,WHITE,Non Aboriginal,MALE,21,Incarcerated,,DETERMINATE,1827,QUEBEC,COMMON LAW,CATH NON-SPEC
9272,WHITE,Non Aboriginal,MALE,38,Incarcerated,,DETERMINATE,1096,QUEBEC,COMMON LAW,CATH NON-SPEC
9273,FIRST NATIONS,Aboriginal,MALE,55,Incarcerated,,DETERMINATE,4017,QUEBEC,SINGLE,CATH NON-SPEC
9274,FIRST NATIONS,Aboriginal,MALE,29,Incarcerated,,DETERMINATE,1065,MANITOBA,COMMON LAW,NATIVE SPIRITUA
9275,FIRST NATIONS,Aboriginal,MALE,30,Incarcerated,,DETERMINATE,986,MANITOBA,SINGLE,NONE
9276,WHITE,Non Aboriginal,MALE,30,Supervised,FP,DETERMINATE,1643,ALBERTA,SINGLE,NONE
9277,WHITE,Non Aboriginal,MALE,61,Supervised,FP,DETERMINATE,6787,ALBERTA,SEPARATED,CATHOLIC - ROMA
9278,WHITE,Non Aboriginal,MALE,55,Supervised,SR,DETERMINATE,1096,SASKATCHEWAN,SINGLE,CATHOLIC - ROMA
9279,METIS,Aboriginal,MALE,34,Incarcerated,,DETERMINATE,3044,MANITOBA,SINGLE,PROT NON-SPEC
9280,FIRST NATIONS,Aboriginal,MALE,29,Incarcerated,,DETERMINATE,1095,SASKATCHEWAN,SINGLE,NOT STATED
9281,FIRST NATIONS,Aboriginal,MALE,36,Supervised,SR,DETERMINATE,1096,MANITOBA,SINGLE,NATIVE SPIRITUA
9282,WHITE,Non Aboriginal,MALE,42,Supervised,SR,DETERMINATE,1096,MANITOBA,SINGLE,NONE
9283,WHITE,Non Aboriginal,MALE,41,Supervised,SR-RES,DETERMINATE,1553,SASKATCHEWAN,COMMON LAW,NONE
9284,FIRST NATIONS,Aboriginal,MALE,26,Incarcerated,,DETERMINATE,1280,MANITOBA,SINGLE,NONE
9285,WHITE,Non Aboriginal,MALE,26,Supervised,FP,DETERMINATE,1159,MANITOBA,SINGLE,NONE
9286,WHITE,Non Aboriginal,MALE,27,Incarcerated,,DETERMINATE,1095,ALBERTA,SINGLE,NONE
9287,WHITE,Non Aboriginal,MALE,52,Incarcerated,,DETERMINATE,1613,SASKATCHEWAN,SINGLE,ANGLICAN(EPIS.
9288,WHITE,Non Aboriginal,MALE,65,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
9289,WHITE,Non Aboriginal,MALE,47,Incarcerated,,DETERMINATE,2078,QUEBEC,COMMON LAW,CATH NON-SPEC
9290,WHITE,Non Aboriginal,MALE,72,Incarcerated,,INDETERMINATE,0,QUEBEC,WIDOW(ER),CATH NON-SPEC
9291,METIS,Aboriginal,MALE,33,Incarcerated,,DETERMINATE,2192,QUEBEC,COMMON LAW,CATH NON-SPEC
9292,WHITE,Non Aboriginal,MALE,32,Supervised,FP,DETERMINATE,1522,QUEBEC,SINGLE,CATH NON-SPEC
9293,WHITE,Non Aboriginal,MALE,27,Supervised,SR,DETERMINATE,731,QUEBEC,SINGLE,MUSLIM
9294,WHITE,Non Aboriginal,MALE,33,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
9295,WHITE,Non Aboriginal,MALE,27,Supervised,SR-RES,DETERMINATE,3683,QUEBEC,SINGLE,NONE
9296,WHITE,Non Aboriginal,MALE,45,Incarcerated,,DETERMINATE,1465,QUEBEC,COMMON LAW,CATH NON-SPEC
9297,WHITE,Non Aboriginal,MALE,32,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
9298,BLACK,Non Aboriginal,MALE,27,Supervised,SR-RES,DETERMINATE,2191,QUEBEC,COMMON LAW,JUDAISM
9299,WHITE,Non Aboriginal,MALE,49,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
9300,WHITE,Non Aboriginal,MALE,72,Incarcerated,,DETERMINATE,1826,QUEBEC,COMMON LAW,CATH NON-SPEC
9301,WHITE,Non Aboriginal,MALE,52,Supervised,SR,DETERMINATE,731,QUEBEC,NOT DETERMINED,CATH NON-SPEC
9302,WHITE,Non Aboriginal,MALE,69,Incarcerated,,DETERMINATE,2160,QUEBEC,MARRIED,CATH NON-SPEC
9303,METIS,Aboriginal,MALE,43,Incarcerated,,DETERMINATE,1341,QUEBEC,SINGLE,CATHOLIC - GREE
9304,WHITE,Non Aboriginal,MALE,30,Incarcerated,,DETERMINATE,2008,QUEBEC,COMMON LAW,CATH NON-SPEC
9305,WHITE,Non Aboriginal,MALE,36,Supervised,SR,DETERMINATE,1461,QUEBEC,COMMON LAW,CATH NON-SPEC
9306,BLACK,Non Aboriginal,MALE,33,Incarcerated,,DETERMINATE,1400,QUEBEC,COMMON LAW,MUSLIM
9307,WHITE,Non Aboriginal,MALE,58,Incarcerated,,DETERMINATE,1065,QUEBEC,SINGLE,CATH NON-SPEC
9308,WHITE,Non Aboriginal,MALE,43,Incarcerated,,DETERMINATE,1065,QUEBEC,COMMON LAW,CATH NON-SPEC
