Number,Race,Race Grouping,Gender,Age,Incarcerated/Supervised,Supervision Type,Sentence Type,Aggregate Sentence Length,Province,Marital Status,Religion
8028,WHITE,Non Indigenous,MALE,27,Supervised,FP,DETERMINATE,913,NEW BRUNSWICK,COMMON LAW,NOT STATED
8029,WHITE,Non Indigenous,MALE,70,Incarcerated,,DETERMINATE,1096,QUEBEC,DIVORCED,CATH NON-SPEC
8030,INUIT,Indigenous,MALE,23,Incarcerated,,DETERMINATE,790,QUEBEC,COMMON LAW,NONE
8031,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,731,QUEBEC,COMMON LAW,
8032,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,1400,QUEBEC,COMMON LAW,CATH NON-SPEC
8033,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,2501,ONTARIO,COMMON LAW,CATHOLIC - ROMA
8034,SOUTH ASIAN,Non Indigenous,MALE,43,Supervised,SR,DETERMINATE,1440,MANITOBA,MARRIED,CATHOLIC - ROMA
8035,WHITE,Non Indigenous,MALE,46,Supervised,DP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
8036,WHITE,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,749,PRINCE EDWARD ISLAND,SINGLE,PRESBYTERIAN
8037,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,1037,QUEBEC,COMMON LAW,CATH NON-SPEC
8038,WHITE,Non Indigenous,MALE,45,Supervised,SR,DETERMINATE,730,NOVA SCOTIA,COMMON LAW,CHRI NON SPEC
8039,WHITE,Non Indigenous,MALE,52,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
8040,WHITE,Non Indigenous,MALE,62,Supervised,SR,DETERMINATE,1277,QUEBEC,SINGLE,CATH NON-SPEC
8041,NORTH AMERICAN,Indigenous,MALE,25,Incarcerated,,DETERMINATE,730,BRITISH COLUMBIA,SINGLE,NONE
8042,METIS,Indigenous,MALE,24,Incarcerated,,DETERMINATE,1096,ALBERTA,COMMON LAW,NONE
8043,WHITE,Non Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,CATHOLIC - ROMA
8044,WHITE,Non Indigenous,MALE,32,Supervised,DP,DETERMINATE,1461,NFLD AND LAB,SINGLE,CATHOLIC - ROMA
8045,WHITE,Non Indigenous,MALE,82,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,PROT NON-SPEC
8046,NORTH AMERICAN,Indigenous,MALE,29,Supervised,SR,DETERMINATE,1461,NORTHWEST TERRITORIES,SINGLE,CATHOLIC - ROMA
8047,WHITE,Non Indigenous,MALE,41,Supervised,FP,DETERMINATE,2191,ONTARIO,SINGLE,CATHOLIC - ROMA
8048,NORTH AMERICAN,Indigenous,MALE,25,Incarcerated,,DETERMINATE,1219,ALBERTA,SINGLE,NATIVE SPIRITUA
8049,WHITE,Non Indigenous,MALE,75,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
8050,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,2557,QUEBEC,SINGLE,CATH NON-SPEC
8051,METIS,Indigenous,FEMALE,33,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,CATHOLIC - ROMA
8052,ARAB/WEST ASIAN,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,6454,SASKATCHEWAN,COMMON LAW,MUSLIM
8053,,Non Indigenous,MALE,46,Supervised,DP,DETERMINATE,731,NFLD AND LAB,DIVORCED,SALVATION ARMY
8054,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,1811,ONTARIO,SINGLE,CATHOLIC - ROMA
8055,METIS,Indigenous,MALE,24,Incarcerated,,DETERMINATE,1750,ONTARIO,SINGLE,CATHOLIC - ROMA
8056,WHITE,Non Indigenous,MALE,52,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
8057,WHITE,Non Indigenous,MALE,55,Incarcerated,,DETERMINATE,1826,ONTARIO,COMMON LAW,PROT NON-SPEC
8058,WHITE,Non Indigenous,MALE,65,Incarcerated,,DETERMINATE,3763,QUEBEC,SINGLE,CATH NON-SPEC
8059,WHITE,Non Indigenous,MALE,45,Incarcerated,,INDETERMINATE,0,ONTARIO,DIVORCED,CHRISTIAN REFOR
8060,WHITE,Non Indigenous,MALE,38,Supervised,SR,DETERMINATE,3283,QUEBEC,SINGLE,CATH NON-SPEC
8061,NORTH AMERICAN,Indigenous,MALE,24,Supervised,SR,DETERMINATE,1270,NOVA SCOTIA,SINGLE,NOT STATED
8062,EURO.-SOUTHERN,Non Indigenous,MALE,63,Supervised,FP,DETERMINATE,1769,ONTARIO,MARRIED,CATHOLIC - ROMA
8063,NORTH AMERICAN,Indigenous,MALE,23,Supervised,SR,DETERMINATE,3287,ONTARIO,SINGLE,
8064,NORTH AMERICAN,Indigenous,MALE,43,Supervised,FP,DETERMINATE,1146,ONTARIO,SINGLE,CHRI NON SPEC
8065,WHITE,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,1653,ALBERTA,SINGLE,CATHOLIC - ROMA
8066,METIS,Indigenous,MALE,29,Supervised,SR,DETERMINATE,3833,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
8067,WHITE,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,1294,BRITISH COLUMBIA,SINGLE,NONE
8068,BLACK,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,955,ONTARIO,SINGLE,NONE
8069,NORTH AMERICAN,Indigenous,MALE,58,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,CATH NON-SPEC
8070,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,3346,ONTARIO,DIVORCED,ANGLICAN(EPIS.
8071,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,DETERMINATE,5267,SASKATCHEWAN,COMMON LAW,NONE
8072,WHITE,Non Indigenous,MALE,55,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
8073,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,2799,QUEBEC,SINGLE,CATH NON-SPEC
8074,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,1247,BRITISH COLUMBIA,UNKNOWN,CATHOLIC - ROMA
8075,WHITE,Non Indigenous,MALE,27,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,CATH NON-SPEC
8076,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1826,QUEBEC,SINGLE,CATHOLIC - ROMA
8077,METIS,Indigenous,MALE,22,Supervised,DP,DETERMINATE,912,SASKATCHEWAN,UNKNOWN,
8078,BLACK,Non Indigenous,MALE,23,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,NONE
8079,BLACK,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,2315,QUEBEC,COMMON LAW,CATH NON-SPEC
8080,METIS,Indigenous,MALE,49,Supervised,DP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
8081,NORTH AMERICAN,Indigenous,MALE,53,Supervised,SR,DETERMINATE,1049,MANITOBA,SEPARATED,NATIVE SPIRITUA
8082,WHITE,Non Indigenous,MALE,42,Supervised,SR,DETERMINATE,883,ONTARIO,COMMON LAW,CATHOLIC - ROMA
8083,CHINESE,Non Indigenous,MALE,49,Incarcerated,,INDETERMINATE,0,ONTARIO,WIDOW(ER),NONE
8084,WHITE,Non Indigenous,MALE,52,Supervised,FP,DETERMINATE,915,NOVA SCOTIA,DIVORCED,CATHOLIC - ROMA
8085,WHITE,Non Indigenous,MALE,68,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
8086,NORTH AMERICAN,Indigenous,MALE,47,Incarcerated,,DETERMINATE,1004,ALBERTA,COMMON LAW,CATH NON-SPEC
8087,WHITE,Non Indigenous,MALE,42,Supervised,FP,DETERMINATE,1088,QUEBEC,DIVORCED,CATH NON-SPEC
8088,WHITE,Non Indigenous,MALE,46,Supervised,SR,DETERMINATE,730,QUEBEC,SINGLE,CATH NON-SPEC
8089,WHITE,Non Indigenous,MALE,36,Supervised,DP,DETERMINATE,1523,QUEBEC,SINGLE,ATHEIST
8090,WHITE,Non Indigenous,MALE,69,Supervised,FP,INDETERMINATE,0,ONTARIO,DIVORCED,CATH NON-SPEC
8091,WHITE,Non Indigenous,MALE,21,Incarcerated,,DETERMINATE,1826,QUEBEC,SINGLE,CATH NON-SPEC
8092,METIS,Indigenous,MALE,34,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CHRISTIAN REFOR
8093,WHITE,Non Indigenous,FEMALE,29,Incarcerated,,DETERMINATE,913,SASKATCHEWAN,COMMON LAW,NOT STATED
8094,WHITE,Non Indigenous,MALE,42,Supervised,SR,DETERMINATE,1278,QUEBEC,MARRIED,CATH NON-SPEC
8095,LATIN AMERICAN,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,2373,ONTARIO,SINGLE,BUDDHIST
8096,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,1200,QUEBEC,UNKNOWN,CATH NON-SPEC
8097,INUIT,Indigenous,MALE,31,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,ANGLICAN(EPIS.
8098,METIS,Indigenous,MALE,26,Incarcerated,,DETERMINATE,5159,ALBERTA,SINGLE,NONE
8099,BLACK,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,1218,ONTARIO,SINGLE,MUSLIM
8100,WHITE,Non Indigenous,MALE,74,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
8101,WHITE,Non Indigenous,MALE,51,Incarcerated,,DETERMINATE,1719,QUEBEC,SINGLE,CATH NON-SPEC
8102,WHITE,Non Indigenous,MALE,59,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,UNKNOWN,PROT NON-SPEC
8103,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,2648,QUEBEC,UNKNOWN,
8104,MULTIRAC/ETHNIC,Non Indigenous,FEMALE,36,Incarcerated,,DETERMINATE,2039,NOVA SCOTIA,COMMON LAW,NOT STATED
8105,METIS,Indigenous,MALE,39,Incarcerated,,INDETERMINATE,0,MANITOBA,SINGLE,CATHOLIC - ROMA
8106,METIS,Indigenous,MALE,44,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
8107,WHITE,Non Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,WORLDWIDE CHURC
8108,NORTH AMERICAN,Indigenous,MALE,22,Incarcerated,,DETERMINATE,913,ALBERTA,SINGLE,NATIVE SPIRITUA
8109,MULTIRAC/ETHNIC,Non Indigenous,MALE,28,Supervised,DP,DETERMINATE,2404,ALBERTA,SINGLE,MUSLIM
8110,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,735,NOVA SCOTIA,MARRIED,NONE
8111,WHITE,Non Indigenous,MALE,72,Incarcerated,,DETERMINATE,1826,QUEBEC,MARRIED,CATH NON-SPEC
8112,NORTH AMERICAN,Indigenous,MALE,25,Incarcerated,,DETERMINATE,1400,NEW BRUNSWICK,SINGLE,CATH NON-SPEC
8113,WHITE,Non Indigenous,MALE,64,Supervised,SR,DETERMINATE,913,QUEBEC,UNKNOWN,CATH NON-SPEC
8114,WHITE,Non Indigenous,MALE,58,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
8115,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,1096,BRITISH COLUMBIA,SINGLE,NONE
8116,WHITE,Non Indigenous,MALE,67,Incarcerated,,DETERMINATE,2738,NEW BRUNSWICK,SINGLE,PROT NON-SPEC
8117,WHITE,Non Indigenous,MALE,61,Supervised,DP,DETERMINATE,1310,ALBERTA,UNKNOWN,
8118,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1583,MANITOBA,UNKNOWN,
8119,WHITE,Non Indigenous,MALE,52,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
8120,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,5297,SASKATCHEWAN,SINGLE,BUDDHIST
8121,WHITE,Non Indigenous,MALE,22,Supervised,SR,DETERMINATE,1276,ONTARIO,SINGLE,CATHOLIC - ROMA
8122,WHITE,Non Indigenous,FEMALE,49,Supervised,FP,DETERMINATE,731,QUEBEC,COMMON LAW,CATH NON-SPEC
8123,METIS,Indigenous,MALE,45,Incarcerated,,INDETERMINATE,0,QUEBEC,DIVORCED,BUDDHIST
8124,NORTH AMERICAN,Indigenous,MALE,62,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,PROT NON-SPEC
8125,WHITE,Non Indigenous,MALE,58,Supervised,FP,INDETERMINATE,0,ONTARIO,WIDOW(ER),PROT NON-SPEC
8126,WHITE,Non Indigenous,MALE,51,Incarcerated,,DETERMINATE,732,ONTARIO,SINGLE,PROT NON-SPEC
8127,NORTH AMERICAN,Indigenous,MALE,50,Incarcerated,,DETERMINATE,1357,ALBERTA,SINGLE,
8128,WHITE,Non Indigenous,MALE,62,Supervised,FP,DETERMINATE,730,QUEBEC,COMMON LAW,CATH NON-SPEC
8129,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,5905,SASKATCHEWAN,SINGLE,MUSLIM
8130,BLACK,Non Indigenous,MALE,35,Incarcerated,,INDETERMINATE,0,ONTARIO,SEPARATED,NONE
8131,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,1461,QUEBEC,COMMON LAW,
8132,WHITE,Non Indigenous,MALE,40,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
8133,WHITE,Non Indigenous,MALE,55,Supervised,LTSO,DETERMINATE,730,ONTARIO,SEPARATED,NONE
8134,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,1643,QUEBEC,COMMON LAW,CATH NON-SPEC
8135,WHITE,Non Indigenous,MALE,27,Supervised,FP,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
8136,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,731,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
8137,WHITE,Non Indigenous,MALE,37,Supervised,SR,DETERMINATE,1461,ALBERTA,COMMON LAW,MORMON (LATTER
8138,WHITE,Non Indigenous,MALE,20,Incarcerated,,DETERMINATE,1461,SASKATCHEWAN,UNKNOWN,
8139,WHITE,Non Indigenous,FEMALE,27,Incarcerated,,DETERMINATE,731,QUEBEC,COMMON LAW,CATH NON-SPEC
8140,WHITE,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,1356,NEW BRUNSWICK,SINGLE,
8141,METIS,Indigenous,MALE,29,Supervised,SR,DETERMINATE,1033,MANITOBA,SINGLE,NONE
8142,NORTH AMERICAN,Indigenous,MALE,58,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NAT SPIRIT PROT
8143,WHITE,Non Indigenous,MALE,64,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
8144,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,822,MANITOBA,SINGLE,NATIVE SPIRITUA
8145,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1597,QUEBEC,COMMON LAW,CATH NON-SPEC
8146,BLACK,Non Indigenous,MALE,29,Supervised,SR,DETERMINATE,1553,ONTARIO,COMMON LAW,MUSLIM
8147,WHITE,Non Indigenous,MALE,56,Supervised,SR,DETERMINATE,2601,ONTARIO,COMMON LAW,CATH NON-SPEC
8148,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,2104,ONTARIO,MARRIED,MENNONITE
8149,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,1047,BRITISH COLUMBIA,SEPARATED,CHRI NON SPEC
8150,METIS,Indigenous,MALE,26,Incarcerated,,DETERMINATE,1430,SASKATCHEWAN,COMMON LAW,NATIVE SPIRITUA
8151,WHITE,Non Indigenous,MALE,41,Supervised,FP,DETERMINATE,1277,QUEBEC,SINGLE,CATH NON-SPEC
8152,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,731,SASKATCHEWAN,UNKNOWN,
8153,WHITE,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1065,NEW BRUNSWICK,SINGLE,NONE
8154,WHITE,Non Indigenous,MALE,68,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,
8155,WHITE,Non Indigenous,MALE,55,Incarcerated,,DETERMINATE,1822,ONTARIO,SINGLE,BAPTIST
8156,WHITE,Non Indigenous,MALE,50,Supervised,DP,DETERMINATE,2191,ONTARIO,DIVORCED,JUDAISM
8157,WHITE,Non Indigenous,MALE,32,Incarcerated,,INDETERMINATE,0,ALBERTA,COMMON LAW,CATHOLIC - ROMA
8158,BLACK,Non Indigenous,MALE,59,Supervised,SR,DETERMINATE,730,ONTARIO,SINGLE,BAPTIST
8159,WHITE,Non Indigenous,MALE,21,Incarcerated,,DETERMINATE,1278,NOVA SCOTIA,SINGLE,
8160,WHITE,Non Indigenous,MALE,27,Supervised,DP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
8161,,Non Indigenous,MALE,21,Incarcerated,,DETERMINATE,2192,QUEBEC,COMMON LAW,
8162,LATIN AMERICAN,Non Indigenous,MALE,27,Incarcerated,,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
8163,WHITE,Non Indigenous,MALE,53,Supervised,SR,DETERMINATE,5445,ALBERTA,COMMON LAW,LUTHERAN
8164,METIS,Indigenous,MALE,55,Incarcerated,,INDETERMINATE,0,QUEBEC,DIVORCED,CATH NON-SPEC
8165,,Non Indigenous,MALE,31,Supervised,DP,DETERMINATE,731,SASKATCHEWAN,COMMON LAW,
8166,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,899,QUEBEC,MARRIED,CATH NON-SPEC
8167,WHITE,Non Indigenous,MALE,62,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CHRISTIAN & MIS
8168,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,5205,NOVA SCOTIA,SINGLE,CATHOLIC - ROMA
8169,NORTH AMERICAN,Indigenous,MALE,46,Incarcerated,,DETERMINATE,732,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
8170,METIS,Indigenous,MALE,70,Supervised,DP,DETERMINATE,1947,QUEBEC,DIVORCED,CATH NON-SPEC
8171,SOUTH ASIAN,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,1002,BRITISH COLUMBIA,COMMON LAW,SIKH
8172,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,2658,QUEBEC,COMMON LAW,CATH NON-SPEC
8173,WHITE,Non Indigenous,FEMALE,40,Supervised,DP,DETERMINATE,1004,ONTARIO,DIVORCED,BUDDHIST
8174,WHITE,Non Indigenous,FEMALE,46,Supervised,SR,DETERMINATE,731,NEW BRUNSWICK,SINGLE,CATH NON-SPEC
8175,WHITE,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,730,ALBERTA,SINGLE,NONE
8176,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1826,ONTARIO,COMMON LAW,CHRI NON SPEC
8177,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,1278,ONTARIO,SINGLE,PROT NON-SPEC
8178,WHITE,Non Indigenous,MALE,44,Supervised,DP,DETERMINATE,1096,QUEBEC,DIVORCED,CATH NON-SPEC
8179,WHITE,Non Indigenous,MALE,38,Supervised,SR,DETERMINATE,1095,QUEBEC,COMMON LAW,CATH NON-SPEC
8180,WHITE,Non Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,CHRI NON SPEC
8181,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,1096,BRITISH COLUMBIA,COMMON LAW,NONE
8182,WHITE,Non Indigenous,MALE,26,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRISTIAN & MIS
8183,LATIN AMERICAN,Non Indigenous,FEMALE,61,Supervised,DP,DETERMINATE,1826,ONTARIO,DIVORCED,PENTECOSTAL (4
8184,WHITE,Non Indigenous,MALE,34,Supervised,DP,DETERMINATE,1157,QUEBEC,COMMON LAW,CATH NON-SPEC
8185,BLACK,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,1642,MANITOBA,COMMON LAW,MUSLIM
8186,NORTH AMERICAN,Indigenous,MALE,23,Incarcerated,,DETERMINATE,1827,MANITOBA,SINGLE,NATIVE SPIRITUA
8187,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,1400,ALBERTA,MARRIED,SALVATION ARMY
8188,NORTH AMERICAN,Indigenous,MALE,68,Supervised,FP,INDETERMINATE,0,SASKATCHEWAN,SINGLE,CATH NON-SPEC
8189,WHITE,Non Indigenous,MALE,40,Supervised,DP,DETERMINATE,1096,SASKATCHEWAN,UNKNOWN,
8190,WHITE,Non Indigenous,MALE,27,Supervised,SR,DETERMINATE,730,BRITISH COLUMBIA,SINGLE,NONE
8191,NORTH AMERICAN,Indigenous,MALE,22,Incarcerated,,DETERMINATE,1209,ALBERTA,SINGLE,
8192,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,821,QUEBEC,COMMON LAW,CATH NON-SPEC
8193,WHITE,Non Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,WICCA
8194,WHITE,Non Indigenous,MALE,56,Incarcerated,,DETERMINATE,1461,QUEBEC,SINGLE,CATH NON-SPEC
8195,WHITE,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
8196,NORTH AMERICAN,Indigenous,MALE,28,Incarcerated,,DETERMINATE,1735,ALBERTA,SINGLE,OTHER
8197,UNABLE SPECIFY,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,731,ALBERTA,SINGLE,JUDAISM
8198,WHITE,Non Indigenous,MALE,54,Supervised,SR,DETERMINATE,1095,ONTARIO,SEPARATED,CATHOLIC - ROMA
8199,WHITE,Non Indigenous,MALE,57,Supervised,FP,DETERMINATE,865,QUEBEC,COMMON LAW,CATH NON-SPEC
8200,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,1553,ALBERTA,COMMON LAW,NATIVE SPIRITUA
8201,INUIT,Indigenous,MALE,43,Incarcerated,,DETERMINATE,1277,ONTARIO,MARRIED,ANGLICAN(EPIS.
8202,ARAB/WEST ASIAN,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,2892,ONTARIO,COMMON LAW,MUSLIM
8203,WHITE,Non Indigenous,FEMALE,53,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,CATH NON-SPEC
8204,WHITE,Non Indigenous,MALE,59,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,
8205,WHITE,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,1522,QUEBEC,COMMON LAW,CATH NON-SPEC
8206,NORTH AMERICAN,Indigenous,MALE,47,Supervised,SR,DETERMINATE,2191,ONTARIO,SINGLE,CATHOLIC - ROMA
8207,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,1277,NFLD AND LAB,SINGLE,ANGLICAN(EPIS.
8208,WHITE,Non Indigenous,MALE,30,Supervised,SR,DETERMINATE,913,ALBERTA,SINGLE,
8209,BLACK,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,1642,QUEBEC,COMMON LAW,CATH NON-SPEC
8210,WHITE,Non Indigenous,MALE,37,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
8211,WHITE,Non Indigenous,MALE,52,Supervised,FP,DETERMINATE,1096,ALBERTA,MARRIED,CATH NON-SPEC
8212,WHITE,Non Indigenous,MALE,35,Supervised,SR,DETERMINATE,1346,BRITISH COLUMBIA,MARRIED,CHRI NON SPEC
8213,BLACK,Non Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,NOVA SCOTIA,COMMON LAW,SEVENTH DAY ADV
8214,BLACK,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1826,ONTARIO,COMMON LAW,NONE
8215,WHITE,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,1095,NEW BRUNSWICK,COMMON LAW,BUDDHIST
8216,WHITE,Non Indigenous,MALE,61,Incarcerated,,DETERMINATE,1665,ONTARIO,SEPARATED,CATH NON-SPEC
8217,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,1461,NEW BRUNSWICK,COMMON LAW,CATH NON-SPEC
8218,BLACK,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,912,ONTARIO,COMMON LAW,MUSLIM
8219,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,2745,BRITISH COLUMBIA,MARRIED,NONE
8220,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,3196,QUEBEC,SINGLE,CATH NON-SPEC
8221,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,945,BRITISH COLUMBIA,COMMON LAW,NONE
8222,WHITE,Non Indigenous,MALE,56,Incarcerated,,DETERMINATE,881,QUEBEC,COMMON LAW,CATH NON-SPEC
8223,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1728,QUEBEC,COMMON LAW,CATH NON-SPEC
8224,WHITE,Non Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
8225,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,2191,ONTARIO,SEPARATED,BAPTIST
8226,WHITE,Non Indigenous,MALE,47,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
8227,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,2922,ONTARIO,COMMON LAW,CATHOLIC - ROMA
8228,WHITE,Non Indigenous,MALE,27,Incarcerated,,INDETERMINATE,0,NOVA SCOTIA,SINGLE,NOT STATED
8229,WHITE,Non Indigenous,MALE,36,Supervised,FP,DETERMINATE,1064,QUEBEC,COMMON LAW,CATH NON-SPEC
8230,WHITE,Non Indigenous,MALE,41,Supervised,SR,DETERMINATE,759,YUKON TERRITORIES,SINGLE,CHRI NON SPEC
8231,METIS,Indigenous,MALE,41,Supervised,SR,DETERMINATE,1067,ALBERTA,COMMON LAW,NONE
8232,METIS,Indigenous,MALE,22,Incarcerated,,DETERMINATE,790,MANITOBA,SINGLE,NONE
8233,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,2283,BRITISH COLUMBIA,SINGLE,OTHER
8234,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,2038,ALBERTA,SINGLE,CATHOLIC - ROMA
8235,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,DETERMINATE,3653,MANITOBA,SINGLE,NONE
8236,WHITE,Non Indigenous,MALE,57,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
8237,METIS,Indigenous,MALE,31,Incarcerated,,DETERMINATE,4383,QUEBEC,SINGLE,MUSLIM
8238,NORTH AMERICAN,Indigenous,MALE,42,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,MARRIED,NONE
